"02.34.00";"ALTRA RIPARAZIONE DELLE MENINGI CEREBRALI";"";"";"";"";"4";""
"02.35.00";"LEGATURA DEI VASI DELLE MENINGI:";"";"";"";"";"4";""
"02.39.00";"PLESSECTOMIA COROIDEA";"";"";"";"";"4";""
"02.41.00";"VENTRICOLOSTOMIA";"";"";"";"";"4";""
"02.42.00";"ANASTOMOSI VENTRICOLARE EXTRACRANICO";"";"";"";"";"3";""
"02.43.00";"ANASTOMOSI FRA VENTRICOLO E STRUTTURE DELLA TESTA E DEL COLLO";"";"";"";"";"4";""
"03.31.00";"ANASTOMOSI FRA VENTRICOLO E SISTEMA CIRCOLATORIO";"";"";"";"";"4";""
"03.32.00";"ANASTOMOSI FRA VENTRICOLO E CAVITA' TORACICA";"";"";"";"";"4";""
"03.33.00";"ANASTOMOSI FRA VENTRICOLO, CAVITA' ADDOMINALE E SUOI ORGANI";"";"";"";"";"4";""
"03.34.00";"ANASTOMOSI FRA VENTRICOLO ED APPARATO URINARIO";"";"";"";"";"4";""
"03.35.00";"ALTRI INTERVENTI PER IL DRENAGGIO VENTRICOLARE";"";"";"";"";"4";""
"03.36.00";"REVISIONE, RIMOZIONE E IRRIGAZIONE DI ANASTOMOSI VENTRICOLARE";"";"";"";"";"3";""
"03.39.00";"IRRIGAZIONE DI ANASTOMOSI VENTRICOLARE";"";"";"";"";"4";""
"03.01.00";"SOSTITUZIONE DI ANASTOMOSI VENTRICOLARE";"";"";"";"";"4";""
"03.02.00";"RIMOZIONE DI ANASTOMOSI VENTRICOLARE";"";"";"";"";"4";""
"03.09.00";"ALTRI INTERVENTI SU CRANIO, CERVELLO E MENINGI CEREBRALI";"";"";"";"";"3";""
"03.10.00";"SEPARAZIONE DI ADERENZE CORTICALI";"";"";"";"";"4";""
"03.21.00";"INTERVENTI RIPARATIVI DEL CERVELLO";"";"";"";"";"4";""
"03.29.00";"IMPIANTO DI NEUROSTIMOLATORE INTRACRANICO";"";"";"";"";"4";""
"03.31.00";"APPLICAZIONE O SOSTITUZIONE DI TRAZIONE TRANSCRANICA O DISPOSITIVO DI HALO";"";"";"";"";"4";""
"03.32.00";"RIMOZIONE DI TRAZIONE TRANSCRANICA O DISPOSITIVO DI HALO";"";"";"";"";"4";""
"03.39.00";"APPLICAZIONE DI ELETTRODI SFENOIDALI";"";"";"";"";"4";""
"03.40.00";"ALTRI INTERVENTI SUL CRANIO, SUL CERVELLO E SULLE MENINGI";"";"";"";"";"4";""
"03.51.00";"ESPLORAZIONE E DECOMPRESSIONE DI STRUTTURE DEL CANALE VERTEBRALE";"";"";"";"";"3";""
"03.52.00";"RIMOZIONE DI CORPO ESTRANEO DAL CANALE VERTEBRALE";"";"";"";"";"4";""
"03.53.00";"RIAPERTURA DI PREGRESSA LAMINECTOMIA";"";"";"";"";"4";""
"03.59.00";"ALTRA ESPLORAZIONE E DECOMPRESSIONE DEL CANALE VERTEBRALE";"";"";"";"";"4";""
"04.00.00";"SEZIONE DELLE RADICI DEI NERVI INTRASPINALI";"";"";"";"";"4";""
"04.11.00";"CORDOTOMIA";"";"";"";"";"3";""
"04.12.00";"CORDOTOMIA PERCUTANEA";"";"";"";"";"4";""
"04.19.00";"ALTRA CORDOTOMIA";"";"";"";"";"4";""
"04.20.00";"PROCEDURE DIAGNOSTICHE SUL MIDOLLO SPINALE E SULLE STRUTTURE DEL CANALE VERTEBRALE";"";"";"";"";"3";""
"04.30.00";"RACHICENTESI";"";"";"";"";"4";""
"04.31.00";"BIOPSIA DI LESIONE SPINALE";"";"";"";"";"4";""
"04.32.00";"ALTRE PROCEDURE DIAGNOSTICHE SUL MIDOLLO SPINALE E SULLE STRUTTURE DEL CANALE VERTEBRALE";"";"";"";"";"4";""
"04.33.00";"ASPORTAZIONE O DEMOLIZIONE DI LESIONE DEL MIDOLLO O DELLE MENINGI SPINALI";"";"";"";"";"4";""
"04.34.00";"INTERVENTI DI PLASTICA SULLE STRUTTURE DEL MIDOLLO";"";"";"";"";"3";""
"04.35.00";"RIPARAZIONE DI MENINGOCELE SPINALE";"";"";"";"";"4";""
"04.36.00";"RIPARAZIONE DI MIELOMENINGOCELE SPINALE";"";"";"";"";"4";""
"04.37.00";"RIPARAZIONE DI FRATTURE VERTEBRALI";"";"";"";"";"4";""
"04.38.00";"ALTRI INTERVENTI DI RIPARAZIONE E DI PLASTICA SUL MIDOLLO SPINALE";"";"";"";"";"4";""
"04.39.00";"SEPARAZIONE DI ADERENZE DEL MIDOLLO SPINALE E DELLE RADICI DEI NERVI";"";"";"";"";"4";""
"04.01.00";"ANASTOMOSI SPINALE";"";"";"";"";"3";""
"04.02.00";"ANASTOMOSI SPINALE SUBARACNOIDEO-PERITONEALE";"";"";"";"";"4";""
"04.03.00";"ANASTOMOSI SPINALE SUBARACNOIDEO URETERALE";"";"";"";"";"4";""
"04.04.00";"ALTRO ANASTOMOSI SPINALE";"";"";"";"";"4";""
"04.05.00";"INIEZIONE DI FARMACI CITOTOSSICI NEL CANALE VERTEBRALE";"";"";"";"";"4";""
"04.06.00";"ALTRI INTERVENTI SUL MIDOLLO E SULLE STRUTTURE DEL CANALE VERTEBRALE";"";"";"";"";"3";""
"04.07.00";"INSERZIONE DI CATETERE NEL CANALE VERTEBRALE PER INFUSIONE DI SOSTANZE TERAPEUTICHE O PALLIATIVE";"";"";"";"";"4";""
"04.11.00";"INIEZIONE DI ANESTETICO NEL CANALE VERTEBRALE PER ANALGESIA";"";"";"";"";"4";""
"04.12.00";"INIEZIONE DI ALTRI FARMACI NEL CANALE VERTEBRALE";"";"";"";"";"4";""
"04.19.00";"COLLOCAZIONE O SOSTITUZIONE DI NEUROSTIMOLATORE SPINALE";"";"";"";"";"4";""
"04.20.00";"RIMOZIONE DI NEUROSTIMOLATORE SPINALE";"";"";"";"";"4";""
"04.30.00";"SPINAL BLOOD PATCH";"";"";"";"";"4";""
"04.41.00";"DENERVAZIONE PERCUTANEA DELLA FACCETTA ARTICOLARE";"";"";"";"";"4";""
"04.42.00";"REVISIONE DI ANASTOMOSI SPINALE";"";"";"";"";"4";""
"04.43.00";"RIMOZIONE DI ANASTOMOSI SPINALE";"";"";"";"";"4";""
"04.44.00";"ALTRI INTERVENTI SUL MIDOLLO SPINALE E SULLE STRUTTURE DEL CANALE VERTEBRALE";"";"";"";"";"4";""
"04.49.00";"INCISIONE, SEZIONE ED ASPORTAZIONE DEI NERVI CRANICI E PERIFERICI";"";"";"";"";"3";""
"04.50.00";"ASPORTAZIONE DI NEUROMA ACUSTICO";"";"";"";"";"4";""
"05.00.00";"SEZIONE DEL NERVO TRIGEMINO";"";"";"";"";"4";""
"05.11.00";"SEZIONE O SCHIACCIAMENTO DI ALTRI NERVI CRANICI E PERIFERICI";"";"";"";"";"4";""
"05.12.00";"ALTRA INCISIONE DEI NERVI CRANICI E PERIFERICI";"";"";"";"";"4";""
"05.13.00";"GANGLIECTOMIA DEL GANGLIO DI GASSER";"";"";"";"";"4";""
"05.14.00";"ALTRE GANGLIECTOMIE DI NERVI CRANICI O PERIFERICI";"";"";"";"";"4";""
"05.15.00";"ALTRA RESEZIONE O ASPORTAZIONE DEI NERVI CRANICI E PERIFERICI";"";"";"";"";"4";""
"05.16.00";"PROCEDURE DIAGNOSTICHE SUL SISTEMA NERVOSO PERIFERICO";"";"";"";"";"3";""
"05.19.00";"BIOPSIA (PERCUTANEA) (AGOBIOPSIA) DEI NERVI CRANICI O PERIFERICI O DEI GANGLI";"";"";"";"";"4";""
"05.20.00";"BIOPSIA A CIELO APERTO DEI NERVI CRANICI O PERIFERICI O DEI GANGLI";"";"";"";"";"4";""
"05.21.00";"ALTRE PROCEDURE DIAGNOSTICHE SUI NERVI CRANICI O PERIFERICI O SUI GANGLI";"";"";"";"";"4";""
"05.29.00";"DEMOLIZIONE DI NERVI CRANICI E PERIFERICI";"";"";"";"";"4";""
"05.31.00";"SUTURE DEI NERVI CRANICI E PERIFERICI";"";"";"";"";"4";""
"05.32.00";"SEPARAZIONE DI ADERENZE E DECOMPRESSIONE DEI NERVI CRANICI E PERIFERICI";"";"";"";"";"3";""
"05.33.00";"DECOMPRESSIONE DELLE RADICI DEL TRIGEMINO";"";"";"";"";"4";""
"05.39.00";"ALTRA DECOMPRESSIONE DI NERVI CRANICI";"";"";"";"";"4";""
"05.00.00";"LIBERAZIONE DEL TUNNEL CARPALE";"";"";"";"";"4";""
"05.11.00";"LIBERAZIONE DEL TUNNEL TARSALE";"";"";"";"";"4";""
"05.19.00";"ALTRE DECOMPRESSIONI DEI NERVI PERIFERICI E DEI GANGLI, O SEPARAZIONE DI ADERENZE";"";"";"";"";"4";""
"05.21.00";"INNESTO DI NERVI CRANICI O PERIFERICI";"";"";"";"";"4";""
"05.22.00";"TRASPOSIZIONE DI NERVI CRANICI E PERIFERICI";"";"";"";"";"4";""
"05.23.00";"ALTRA NEUROPLASTICA CRANICA O PERIFERICA";"";"";"";"";"3";""
"05.24.00";"ANASTOMOSI IPOGLOSSO-FACIALE";"";"";"";"";"4";""
"05.25.00";"ANASTOMOSI ACCESSORIO-FACIALE";"";"";"";"";"4";""
"05.29.00";"ANASTOMOSI ACCESSORIO-IPOGLOSSO";"";"";"";"";"4";""
"05.31.00";"ALTRE ANASTOMOSI DI NERVI CRANICI E PERIFERICI";"";"";"";"";"4";""
"05.32.00";"REVISIONE DI PREGRESSA RICOSTRUZIONE DI NERVI CRANICI E PERIFERICI";"";"";"";"";"4";""
"05.39.00";"RIPARAZIONE DI LESIONI TRAUMATICHE DI VECCHIA DATA DI NERVI CRANICI E PERIFERICI";"";"";"";"";"4";""
"06.21.00";"ALTRA NEUROPLASTICA";"";"";"";"";"4";""
"06.29.00";"INIEZIONE NEI NERVI PERIFERICI";"";"";"";"";"3";""
"06.30.00";"INIEZIONE IN NERVO PERIFERICO, SAI";"";"";"";"";"4";""
"06.01.00";"INIEZIONE DI ANESTETICO IN NERVO PERIFERICO PER ANALGESIA";"";"";"";"";"4";""
"06.02.00";"INIEZIONE DI ALTRE SOSTANZE, ESCLUSI I NEUROLITICI";"";"";"";"";"4";""
"06.09.00";"ALTRI INTERVENTI SUI NERVI CRANICI E PERIFERICI";"";"";"";"";"3";""
"06.11.00";"STIRAMENTO DI NERVO (NEURECTASIA)";"";"";"";"";"4";""
"06.12.00";"IMPIANTO O SOSTITUZIONE DI NEUROSTIMOLATORE DEI NERVI PERIFERICI";"";"";"";"";"4";""
"06.13.00";"RIMOZIONE DI NEUROSTIMOLATORE DEI NERVI PERIFERICI";"";"";"";"";"4";""
"06.19.00";"ALTRI INTERVENTI SUI NERVI CRANICI E PERIFERICI";"";"";"";"";"4";""
"06.20.00";"SEZIONE DI NERVO O GANGLIO SIMPATICO";"";"";"";"";"4";""
"06.31.00";"PROCEDURE DIAGNOSTICHE SUI NERVI O SUI GANGLI SIMPATICI";"";"";"";"";"3";""
"06.39.00";"BIOPSIA DI NERVI O DI GANGLI SIMPATICI";"";"";"";"";"4";""
"06.40.00";"ALTRE PROCEDURE DIAGNOSTICHE SUI NERVI O SUI GANGLI SIMPATICI";"";"";"";"";"4";""
"06.50.00";"SIMPATECTOMIA";"";"";"";"";"3";""
"06.51.00";"GANGLIECTOMIA SFENOPALATINA";"";"";"";"";"4";""
"06.52.00";"SIMPATECTOMIA CERVICALE";"";"";"";"";"4";""
"07.00.00";"SIMPATECTOMIA LOMBARE";"";"";"";"";"4";""
"07.10.00";"SIMPATECTOMIA PRESACRALE";"";"";"";"";"4";""
"07.21.00";"SIMPATECTOMIA PERIARTERIOSA";"";"";"";"";"4";""
"07.29.00";"ALTRE SIMPATECTOMIE E GANGLIECTOMIE";"";"";"";"";"4";""
"07.31.00";"INIEZIONE IN NERVI O GANGLI SIMPATICI";"";"";"";"";"3";""
"07.32.00";"INIEZIONE DI ANESTETICO NEI NERVI SIMPATICI PER ANALGESIA";"";"";"";"";"4";""
"07.33.00";"INIEZIONE DI AGENTI NEUROLITICI NEI NERVI SIMPATICI";"";"";"";"";"4";""
"07.34.00";"ALTRA INIEZIONE IN NERVI O GANGLI SIMPATICI";"";"";"";"";"4";""
"07.35.00";"ALTRI INTERVENTI SU NERVI O SU GANGLI SIMPATICI";"";"";"";"";"3";""
"07.38.00";"RIPARAZIONE DI NERVI O GANGLI SIMPATICI";"";"";"";"";"4";""
"07.39.00";"ALTRI INTERVENTI SU NERVI SIMPATICI";"";"";"";"";"4";""
"07.00.00";"ALTRI INTERVENTI SUL SISTEMA NERVOSO";"";"";"";"";"4";""
"07.01.00";"INCISIONE DELLA REGIONE TIROIDEA";"";"";"";"";"3";""
"07.02.00";"ASPIRAZIONE NELLA REGIONE TIROIDEA";"";"";"";"";"4";""
"07.11.00";"RIAPERTURA DI FERITA DELLA REGIONE TIROIDEA";"";"";"";"";"4";""
"07.12.00";"ALTRA INCISIONE DELLA REGIONE TIROIDEA";"";"";"";"";"4";""
"07.13.00";"PROCEDURE DIAGNOSTICHE SULLA TIROIDE E SULLE PARATIROIDI";"";"";"";"";"3";""
"07.14.00";"BIOPSIA (PERCUTANEA) (AGOBIOPSIA) DELLA TIROIDE";"";"";"";"";"4";""
"07.15.00";"BIOPSIA A CIELO APERTO DELLA TIROIDE";"";"";"";"";"4";""
"07.16.00";"BIOPSIA DELLE PARATIROIDI";"";"";"";"";"4";""
"07.17.00";"ALTRA PROCEDURA DIAGNOSTICA SULLA TIROIDE O SULLE PARATIROIDI";"";"";"";"";"4";""
"07.19.00";"LOBECTOMIA MONOLATERALE DELLA TIROIDE";"";"";"";"";"4";""
"07.21.00";"ALTRA TIROIDECTOMIA PARZIALE";"";"";"";"";"3";""
"07.22.00";"ASPORTAZIONE DI LESIONE DELLA TIROIDE";"";"";"";"";"4";""
"07.29.00";"ALTRA TIROIDECTOMIA PARZIALE";"";"";"";"";"4";""
"07.30.00";"TIROIDECTOMIA COMPLETA";"";"";"";"";"4";""
"07.41.00";"TIROIDECTOMIA RETROSTERNALE";"";"";"";"";"3";""
"07.42.00";"TIROIDECTOMIA RETROSTERNALE, SAI";"";"";"";"";"4";""
"07.43.00";"TIROIDECTOMIA RETROSTERNALE PARZIALE";"";"";"";"";"4";""
"07.44.00";"TIROIDECTOMIA RETROSTERNALE COMPLETA";"";"";"";"";"4";""
"07.45.00";"ASPORTAZIONE DI TIROIDE LINGUALE";"";"";"";"";"4";""
"07.49.00";"ASPORTAZIONE DEL TRATTO O DOTTO TIREOGLOSSO";"";"";"";"";"4";""
"07.51.00";"PARATIROIDECTOMIA";"";"";"";"";"3";""
"07.52.00";"PARATIROIDECTOMIA COMPLETA";"";"";"";"";"4";""
"07.53.00";"ALTRA PARATIROIDECTOMIA";"";"";"";"";"4";""
"07.54.00";"ALTRI INTERVENTI SULLE REGIONI TIROIDEA E PARATIROIDEA";"";"";"";"";"3";""
"07.59.00";"SEZIONE DELL'ISTMO TIROIDEO";"";"";"";"";"4";""
"08.01.00";"LEGATURA DEI VASI TIROIDEI";"";"";"";"";"4";""
"08.02.00";"SUTURA DELLA TIROIDE";"";"";"";"";"4";""
"08.03.00";"REIMPIANTO DI TESSUTO TIROIDEO";"";"";"";"";"4";""
"08.04.00";"REIMPIANTO DI TESSUTO PARATIROIDEO";"";"";"";"";"4";""
"08.05.00";"ALTRI INTERVENTI SULLA TIROIDE";"";"";"";"";"4";""
"08.08.00";"ALTRI INTERVENTI SULLE PARATIROIDI";"";"";"";"";"4";""
"08.09.00";"ESPLORAZIONE DELLA REGIONE SURRENALICA";"";"";"";"";"3";""
"08.11.00";"ESPLORAZIONE DELLA REGIONE SURRENALICA NON ALTRIMENTI SPECIFICATA";"";"";"";"";"4";""
"08.12.00";"ESPLORAZIONE UNILATERALE DELLA REGIONE SURRENALICA";"";"";"";"";"4";""
"08.19.00";"ESPLORAZIONE BILATERALE DELLA REGIONE SURRENALICA";"";"";"";"";"4";""
"08.20.00";"PROCEDURE DIAGNOSTICHE SULLE GHIANDOLE SURRENALI, IPOFISI, GHIANDOLA PINEALE E TIMO";"";"";"";"";"3";""
"08.21.00";"BIOPSIA (PERCUTANEA) (AGOBIOPSIA) DELLE GHIANDOLE SURRENALI";"";"";"";"";"4";""
"08.22.00";"BIOPSIA A CIELO APERTO DELLE GHIANDOLE SURRENALI";"";"";"";"";"4";""
"08.31.00";"BIOPSIA DELL'IPOFISI PER VIA TRANS-FRONTALE";"";"";"";"";"4";""
"08.32.00";"BIOPSIA DELL'IPOFISI PER VIA TRANS-SFENOIDALE";"";"";"";"";"4";""
"08.33.00";"BIOPSIA DELL'IPOFISI PER VIA NON SPECIFICATA";"";"";"";"";"4";""
"08.34.00";"BIOPSIA DEL TIMO";"";"";"";"";"4";""
"08.39.00";"BIOPSIA DELLA GHIANDOLA PINEALE";"";"";"";"";"4";""
"08.01.00";"ALTRE PROCEDURE DIAGNOSTICHE SULLE GHIANDOLE SURRENALI, IPOFISI, GHIANDOLA PINEALE E TIMO";"";"";"";"";"4";""
"08.02.00";"SURRENECTOMIA PARZIALE";"";"";"";"";"3";""
"08.09.00";"ASPORTAZIONE DI LESIONE DELLE GHIANDOLE SURRENALI";"";"";"";"";"4";""
"08.11.00";"SURRENECTOMIA MONOLATERALE";"";"";"";"";"4";""
"08.19.00";"ALTRA SURRENECTOMIA PARZIALE";"";"";"";"";"4";""
"08.20.00";"SURRENECTOMIA BILATERALE";"";"";"";"";"4";""
"08.21.00";"ALTRI INTERVENTI SU NERVI, VASI E GHIANDOLE SURRENALI";"";"";"";"";"3";""
"08.22.00";"INCISIONE DELLE GHIANDOLE SURRENALI";"";"";"";"";"4";""
"08.23.00";"SEZIONE DI NERVI AFFERENTI ALLE GHIANDOLE SURRENALICHE";"";"";"";"";"4";""
"08.24.00";"LEGATURA DI VASI DELLE GHIANDOLE SURRENALI";"";"";"";"";"4";""
"08.25.00";"RIPARAZIONE DELLE GHIANDOLE SURRENALI";"";"";"";"";"4";""
"08.31.00";"REIMPIANTO DELLE GHIANDOLE SURRENALI";"";"";"";"";"4";""
"08.32.00";"ALTRI INTERVENTI SU NERVI, VASI E GHIANDOLE SURRENALI";"";"";"";"";"4";""
"08.33.00";"INTERVENTI SULLA GHIANDOLA PINEALE";"";"";"";"";"3";""
"08.34.00";"ESPLORAZIONE DELLA REGIONE PINEALE";"";"";"";"";"4";""
"08.35.00";"INCISIONE DELLA GHIANDOLA PINEALE";"";"";"";"";"4";""
"08.36.00";"ASPORTAZIONE PARZIALE DELLA GHIANDOLA PINEALE";"";"";"";"";"4";""
"08.37.00";"ASPORTAZIONE DELLA GHIANDOLA PINEALE";"";"";"";"";"4";""
"08.38.00";"ALTRI INTERVENTI SULLA GHIANDOLA PINEALE";"";"";"";"";"4";""
"08.41.00";"IPOFISECTOMIA";"";"";"";"";"3";""
"08.42.00";"ASPORTAZIONE PARZIALE DELL'IPOFISI, PER VIA TRANS-FRONTALE";"";"";"";"";"4";""
"08.43.00";"ASPORTAZIONE PARZIALE DELL'IPOFISI, PER VIA TRANS-SFENOIDALE";"";"";"";"";"4";""
"08.44.00";"ASPORTAZIONE PARZIALE DELL'IPOFISI, PER VIA NON SPECIFICATA";"";"";"";"";"4";""
"08.49.00";"ASPORTAZIONE TOTALE DELL'IPOFISI PER VIA TRANS-FRONTALE";"";"";"";"";"4";""
"08.51.00";"ASPORTAZIONE TOTALE DELL'IPOFISI PER VIA TRANS-SFENOIDALE";"";"";"";"";"4";""
"08.52.00";"ASPORTAZIONE TOTALE DELL'IPOFISI, PER ALTRA VIA SPECIFICATA";"";"";"";"";"4";""
"08.59.00";"ASPORTAZIONE TOTALE DELL'IPOFISI PER VIA NON SPECIFICATA";"";"";"";"";"4";""
"09.01.00";"ALTRI INTERVENTI SULL'IPOFISI";"";"";"";"";"3";""
"09.02.00";"ESPLORAZIONE DELLA FOSSA DELL'IPOFISI";"";"";"";"";"4";""
"09.03.00";"INCISIONE DELL'IPOFISI";"";"";"";"";"4";""
"09.04.00";"ALTRI INTERVENTI SULL'IPOFISI";"";"";"";"";"4";""
"09.09.00";"TIMECTOMIA";"";"";"";"";"3";""
"09.10.00";"TIMECTOMIA, SAI";"";"";"";"";"4";""
"09.11.00";"ASPORTAZIONE PARZIALE DEL TIMO";"";"";"";"";"4";""
"09.12.00";"ASPORTAZIONE TOTALE DEL TIMO";"";"";"";"";"4";""
"09.13.00";"ALTRI INTERVENTI SUL TIMO";"";"";"";"";"3";""
"09.14.00";"ESPLORAZIONE DELL'AREA TIMICA";"";"";"";"";"4";""
"09.21.00";"INCISIONE DEL TIMO";"";"";"";"";"4";""
"09.22.00";"RIPARAZIONE DEL TIMO";"";"";"";"";"4";""
"09.23.00";"TRAPIANTO DEL TIMO";"";"";"";"";"4";""
"09.24.00";"ALTRI INTERVENTI SUL TIMO";"";"";"";"";"4";""
"09.25.00";"INCISIONE DELLA PALPEBRA";"";"";"";"";"3";""
"09.26.00";"INCISIONE DEL MARGINE PALPEBRALE";"";"";"";"";"4";""
"09.27.00";"APERTURA DI BLEFARORRAFIA";"";"";"";"";"4";""
"09.29.00";"ALTRA INCISIONE DELLA PALPEBRA";"";"";"";"";"4";""
"09.31.00";"PROCEDURE DIAGNOSTICHE SULLA PALPEBRA";"";"";"";"";"3";""
"09.32.00";"BIOPSIA DELLA PALPEBRA";"";"";"";"";"4";""
"09.33.00";"ALTRE PROCEDURE DIAGNOSTICHE SULLA PALPEBRA";"";"";"";"";"4";""
"09.39.00";"ESCISSIONE O DEMOLIZIONE DI LESIONE O TESSUTO DELLA PALPEBRA";"";"";"";"";"3";""
"09.00.00";"RIMOZIONE DI LESIONE DELLA PALPEBRA, SAI";"";"";"";"";"4";""
"09.11.00";"ASPORTAZIONE DI CALAZIO";"";"";"";"";"4";""
"09.12.00";"ASPORTAZIONE DI ALTRA PICCOLA LESIONE DELLA PALPEBRA";"";"";"";"";"4";""
"09.19.00";"ASPORTAZIONE DI LESIONE ESTESA DELLA PALPEBRA NON A TUTTO SPESSORE";"";"";"";"";"4";""
"09.20.00";"ASPORTAZIONE DI LESIONE ESTESA DELLA PALPEBRA, A TUTTO SPESSORE";"";"";"";"";"4";""
"09.21.00";"DEMOLIZIONE DI LESIONE PALPEBRALE";"";"";"";"";"4";""
"09.22.00";"CORREZIONE DI BLEFAROPTOSI E RETRAZIONE PALPEBRALE";"";"";"";"";"3";""
"09.23.00";"CORREZIONE DI BLEFAROPTOSI CON INTERVENTO SUI MUSCOLI FRONTALI, CON SUTURA";"";"";"";"";"4";""
"09.30.00";"CORREZIONE DI BLEFAROPTOSI CON ANASTOMOSI DEL MUSCOLO FRONTALE MEDIANTE FASCIA LATA";"";"";"";"";"4";""
"09.41.00";"CORREZIONE DI BLEFAROPTOSI CON RESEZIONE O AVANZAMENTO DEL MUSCOLO ELEVATORE O SUA APONEUROSI";"";"";"";"";"4";""
"09.42.00";"CORREZIONE DI BLEFAROPTOSI CON ALTRE TECNICHE CHE UTILIZZANO IL MUSCOLO ELEVATORE";"";"";"";"";"4";""
"09.43.00";"CORREZIONE DI BLEFAROPTOSI CON TECNICA TARSALE";"";"";"";"";"4";""
"09.44.00";"CORREZIONE DI BLEFAROPTOSI CON ALTRE TECNICHE";"";"";"";"";"4";""
"09.49.00";"RIDUZIONE DI SOVRACORREZIONE DI BLEFAROPTOSI";"";"";"";"";"4";""
"09.51.00";"CORREZIONE DI RETRAZIONE DELLA PALPEBRA";"";"";"";"";"4";""
"09.52.00";"RIPARAZIONE DI ENTROPION O ECTROPION";"";"";"";"";"3";""
"09.53.00";"RIPARAZIONE DI ENTROPION O ECTROPION CON TERMOCOAGULAZIONE";"";"";"";"";"4";""
"09.59.00";"RIPARAZIONE DI ENTROPION O ECTROPION CON TECNICA DI SUTURA";"";"";"";"";"4";""
