"1-208.4";": Motorized";;;;"B";"4";
"1-208.5";": Late-acoustic (CERA)";;;;"B";"4";
"1-208.6";": Visual (VEP)";;;;"B";"4";
"1-208.7";"cognitive";;;;"B";"4";
"1-208.8";": otoacoustic emissions";;;;"B";"4";
"1-208.x";"Other";;;;"B";"4";
"1-208.y";"N.n.bez.";;;;"B";"4";
"1-21";"epilepsy";;;;"B";"2";
"1-210";"Non-invasive pre-operative video-EEG in epilepsy Intensive diagnostic";;;"Note: This code includes: <br> dichtgesetzten the attachment of surface electrodes and possibly carried out by introducing Sphenoidalelektroden, <br> the video-EEG for intensive monitoring usually at least three days, <br> monitoring, documentation and analysis (medicine, MTA, Medical, Medical Physics) <br> the psychosocial care of patients during the diagnostic process for the implementation <br> apply the quality standards of the Association of epilepsy for preoperative diagnosis and surgical epilepsy treatment";"B";"3";
"1-211";"Preoperative invasive video-EEG-intensive diagnosis of epilepsy";;;"Note: This code includes: <br>the derivative with epidural, subdural or Foramen ovale electrodes, or depth electrodes carried out the necessary cortical stimulation in subdural plate electrodes the video-EEG for intensive monitoring usually at least 3 days the monitoring, documentation and analysis the psychosocial care of patients during the diagnostic process For the implementation of applicable standards of the Association of epilepsy for preoperative diagnosis and surgical epilepsy treatment<br>The implantation of the electrodes is to code separately (5-014.9, 5-029.3)<br>The access is to encode separately (5-010, 5-011)";"B";"3";
"1-212";"Invasive intraoperative epilepsy diagnosis";"Incl.:    Video-EEG";;"Note: For the implementation of the quality standards of the Association of epilepsy for preoperative diagnosis and surgical epilepsy treatment";"B";"3";
"1-212.0";": Electro cortico chromatography";;;;"B";"4";
"1-212.1";": Electro stimulation in General anesthesia";;;;"B";"4";
"1-212.2";": Electro stimulation during wakefulness";;;;"B";"4";
"1-212.3";": Evoked potentials";;;;"B";"4";
"1-212.x";": Others";;;;"B";"4";
"1-212.y";": N.n.bez.";;;;"B";"4";
"1-24";"Investigations in ENT";;"Excl.:    Cardiorespiratory polysomnography (1-790)";;"B";"2";
"1-242";"Audiometry";"Incl.:    Pad audiometry";"Excl.:    Registration of evoked potentials (1-208)";;"B";"3";
"1-243";"Phoniatrics";;;;"B";"3";
"1-245";"Rhinomanometry";;;;"B";"3";
"1-247";"Olfactometry and Gustometry";;"Excl.:    Registration of evoked potentials (1-208)";;"B";"3";
"1-26";"Investigations of the electrophysiological activity of the heart";;;;"B";"2";
"1-265";"Electrophysiological examination of the heart, catheter supported";;;"Note:  In accordance with German and international guidelines, the definition of the available diagnostic here";"B";"3";
"1-265.0";":  In disturbances of sinus node function";;;;"B";"4";
"1-265.1";":  In disturbances of  AV-Line Article";;;;"B";"4";
"1-265.2";":  For inter- and intra-atrial conduction disturbances";;;;"B";"4";
"1-265.3";":  For intraventricular conduction disturbances";;;;"B";"4";
"1-265.4";":  In tachycardias with narrow QRS complex";;;;"B";"4";
"1-265.5";":  In WPW syndrome";;;;"B";"4";
"1-265.6";":  In tachycardias with wide QRS complex";;;;"B";"4";
"1-265.7";":  For non-sustained ventricular tachycardia and ventricular extrasystoles";;;;"B";"4";
"1-265.8";":  In syncope of unknown origin";;;;"B";"4";
"1-265.9";":  In state after cardiovascular arrest";;;;"B";"4";
"1-265.a";":  After curative therapy for a congenital heart defect";;;;"B";"4";
"1-265.b";":  After palliative treatment of congenital heart defect";;;;"B";"4";
"1-265.c";":  In functional/morphological univentricular heart";;;;"B";"4";
"1-265.d";":  In state after heart transplantation";;;;"B";"4";
"1-265.x";":  Others";;;;"B";"4";
"1-265.y";":  N.n.bez.";;;;"B";"4";
"1-266";"Electrophysiological examination of the heart,without catheter support";;;;"B";"3";
"1-266.0";": When pacemaker is implanted";"Incl.:    Induction of atrial fibrillation for testing of the \"mode-switch\"<br>Reprogramming of a permanent pacemaker";;;"B";"4";
"1-266.1";": When cardioverter-defibrillator is implanted (ICD)";"Incl.:    To determine the defibrillation threshold";;;"B";"4";
"1-266.2";": Tilt table study for evaluation of syncope";;;;"B";"4";
"1-266.3";": Drug provocation test (for detection of arrhythmias)";;;;"B";"4";
"1-266.x";": Others";;;;"B";"4";
"1-266.y";": N.n.bez.";;;;"B";"4";
"1-268";"Cardiac Mapping";;;;"B";"3";
"1-268.0";": Right atrial";;;;"B";"4";
"1-268.1";": Left atrial";;;;"B";"4";
"1-268.2";"Common atrium";;;;"B";"4";
"1-268.3";": Right ventricle";;;;"B";"4";
"1-268.4";": Left ventricle";;;;"B";"4";
"1-268.5";": Functional/morphological Univentricular heart";;;;"B";"4";
"1-268.x";": Others";;;;"B";"4";
"1-268.y";": N.n.bez.";;;;"B";"4";
"1-27";"Diagnostic catheterization of heart and circulatory";;"Excl.: Electrophysiological examination of the heart kathetergesttzt, (1-265)";;"B";"2";
"1-272";"Combined left-and right-heart catheterization";;;;"B";"3";
"1-272.0";": Coronary angiography and pressure measurement in the left ventricle";;;;"B";"4";
"1-272.1";": Coronary angiography, pressure measurements in the aorta and Aortic arch position";;;;"B";"4";
"1-272.2";": Coronary angiography and pressure measurement in the aorta";;;;"B";"4";
"1-272.3";": Ventriculography with pressure measurement in the left and right ventricles, Aortic arch position and presentation of the pulmonary artery";;;;"B";"4";
"1-272.4";": Ventriculography with pressure measurement and display of groen Vessels in functional/morphological univentrikulrem heart";;;;"B";"4";
"1-272.x";": Others";;;;"B";"4";
"1-272.y";": N.n.bez.";;;;"B";"4";
"1-273";"Right-heart catheterization";"Incl.: Catheter study by A. pumonalis, right ventricle, right atrium and vena cava <br> Pressure measurement, Druckgradientenbestimmung, measurement of cardiac output determination in pulmonary Vascular resistance and measurement under load";;;"B";"3";
"1-273.1";": Oximetry";;;;"B";"4";
"1-273.2";": Pressure measurement with measurement of shunt flow";;;;"B";"4";
"1-273.5";": Measurement of pulmonary Flureserve";;;;"B";"4";
"1-273.6";": Measurement of lung water";;;;"B";"4";
"1-273.x";": Others";;;;"B";"4";
"1-273.y";": N.n.bez.";;;;"B";"4";
"1-274";"Transseptal left heart catheterization";"Incl.: Catheter study of aorta, left ventricle, left atrium and pulmonary veins <br> Puncture of the atrial septum";;;"B";"3";
"1-274.0";": Pressure measurement";"Incl.: Pressure gradient determination";;;"B";"4";
"1-274.1";": Oximetry";;;;"B";"4";
"1-274.2";": Pressure measurement with measurement of shunt flow";;;;"B";"4";
"1-274.3";": Probing of the atrial septum";;;;"B";"4";
"1-274.4";": Probing of the ventricular septum";;;;"B";"4";
"1-274.x";": Others";;;;"B";"4";
"1-274.y";": N.n.bez.";;;;"B";"4";
"1-275";"Transarterial left heart catheterization";;;;"B";"3";
"1-275.0";": Coronary angiography without further Measures";;;;"B";"4";
"1-275.1";": Coronary angiography and pressure measurement in the left ventricle";;;;"B";"4";
"1-275.2";": Coronary angiography, pressure measurements and ventriculography in the left ventricle";;;;"B";"4";
"1-275.3";": Coronary angiography, pressure measurements and ventriculography in the left ventricle, pressure measurement in the aorta and Aortic arch position";;;;"B";"4";
"1-275.4";": Coronary angiography, pressure measurements in the aorta and Aortic arch position";;;;"B";"4";
"1-275.5";": Coronary angiography of Bypass Vessels";;;;"B";"4";
"1-275.6";": Ventriculography with pressure measurement in the left ventricle and Aortic arch position";;;;"B";"4";
"1-275.x";": Others";;;;"B";"4";
"1-275.y";": N.n.bez.";;;;"B";"4";
"1-276";"Angiocardiography as an independent measure";;;;"B";"3";
"1-276.0";": Pulmonary angiography";;;;"B";"4";
"1-276.1";": Aortography";;;;"B";"4";
"1-276.2";": Ventriculography";;;;"B";"4";
"1-276.20";": Right ventricle";;;;"B";"5";
"1-276.21";": Left ventricle";;;;"B";"5";
"1-276.22";": Right and left ventricle";;;;"B";"5";
"1-276.2y";": N.n.bez.";;;;"B";"5";
"1-276.x";": Others";;;;"B";"4";
"1-276.y";": N.n.bez.";;;;"B";"4";
"1-277";"Cardiac catheterization with functional/morphological univentricular heart";;;;"B";"3";
"1-277.0";": Without Ductal dependency";;;;"B";"4";
"1-277.1";": With ductal dependent Blood Flow in the pulmonary circulation";;;;"B";"4";
"1-277.2";": With ductal dependent Blood Flow in the systemic circulation";;;;"B";"4";
"1-277.x";": Others";;;;"B";"4";
"1-277.y";": N.n.bez.";;;;"B";"4";
"1-279";"Other diagnostic catheter study in heart and Vessels";;;;"B";"3";
"1-279.0";": Determination of heart volume and Ejection fraction";;;;"B";"4";
"1-279.1";": Quantitative Regional Function Analysis";;;;"B";"4";
"1-279.2";": Densitometry of the ventricle";;;;"B";"4";
"1-279.3";": Densitometry of the myocardium";;;;"B";"4";
"1-279.4";": Densitometry of the big vessels";;;;"B";"4";
"1-279.5";": Intracardiac contraction in three-dimensional analysis system";;;;"B";"4";
"1-279.6";": Probing of the ductal arteriosus";;;;"B";"4";
"1-279.7";": An exploratory surgically created shunt";;;;"B";"4";
"1-279.8";": Exploring Kollateralgefen";;;;"B";"4";
"1-279.9";": Angioscopy";;;"Note:  A biopsy is performed to code separately   (1-497)";"B";"4";
"1-279.x";": Others";;;;"B";"4";
"1-279.y";": N.n.bez.";;;;"B";"4";
"1-31";"Functional studies of the digestive tract";;"Excl.: Diagnostic endoscopy of the digestive tract (1-63 ff)";;"B";"2";
"1-313";"Esophageal manometry";;;;"B";"3";
"1-314";"Manometry of the biliary and pancreatic ducts";"Incl.: Papillae manometry";;;"B";"3";
"1-315";"Anorectal manometry";;;;"B";"3";
"1-316";"pH monitoring of the sophagus";;;;"B";"3";
"1-316.0";": Easy";;;;"B";"4";
"1-316.1";": Long-term pH-metry";;;;"B";"4";
"1-316.x";": Others";;;;"B";"4";
"1-316.y";": N.n.bez.";;;;"B";"4";
"1-317";"pH-metry of the stomach";;;;"B";"3";
"1-317.0";": Easy";;;;"B";"4";
"1-317.1";": Long-term pH-metry";;;;"B";"4";
"1-317.x";": Others";;;;"B";"4";
"1-317.y";": N.n.bez.";;;;"B";"4";
"1-33";"Investigation of the urinary tract";;;;"B";"2";
"1-334";"Urodynamic study";;;;"B";"3";
"1-335";"Measurement of urethral pressure profile";;;;"B";"3";
"1-336";"Urethral calibration";;;;"B";"3";
"1-40...1-49";"Biopsy without incision";"Incl.: Percutaneous (fine) needle biopsy, core biopsy, by imaging guided percutaneous biopsy, endoscopic biopsy, endosonographic biopsy, arthroscopic biopsy Saugbiopsie";"Excl.: Biopsy by incision, intraoperative biopsy, biopsy in diagnostic endoscopy and intraoperative incision (1-50 ff)";"Note:  The anesthesia procedure in a diagnostic measure may be encoded in addition, provided that the diagnostic procedure is usually performed without general anesthesia (8-90)";"B";"1";
"1-40";"Biopsy without incision of the nervous system and endocrine organs";;;;"B";"2";
"1-401";"Percutaneous biopsy of intracranial tissue with control by imaging procedures";;;;"B";"3";
"1-401.0";": Cerebrum";;;;"B";"4";
"1-401.1";": Basal ganglia";;;;"B";"4";
"1-401.2";": Brainstem";;;;"B";"4";
"1-401.3";": Cerebellum";;;;"B";"4";
"1-401.4";": Intracranial cranial nerves and ganglia,";;;;"B";"4";
"1-401.5";": Hirnhute";;;;"B";"4";
"1-401.x";": Others";;;;"B";"4";
"1-401.y";": N.n.bez.";;;;"B";"4";
"1-404";"Percutaneous (needle) biopsy of tissue intraspinal";;;;"B";"3";
"1-404.0";": Spinal cord";;;;"B";"4";
"1-404.1";": Spinal nerves and dorsal root ganglia, intraspinal";;;;"B";"4";
"1-404.2";": Spinal cord membranes";;;;"B";"4";
"1-404.x";": Others";;;;"B";"4";
"1-404.y";": N.n.bez.";;;;"B";"4";
"1-405";"Percutaneous (needle) biopsy of peripheral nerves";;;;"B";"3";
"1-405.0";": Cranial nerves, extracranial";;;;"B";"4";
"1-405.1";": Brachial plexus";;;;"B";"4";
"1-405.2";"Shoulder Nerve";;;;"B";"4";
"1-405.3";"Arm Nerve";;;;"B";"4";
"1-405.4";"Hand Nerve";;;;"B";"4";
"1-405.5";"Nerve trunk";;;;"B";"4";
"1-405.6";": Lumbosacral plexus";;;;"B";"4";
"1-405.7";"Nerve block and pelvic floor";;;;"B";"4";
"1-405.8";"Leg Nerve";;;;"B";"4";
"1-405.9";"Foot Nerve";;;;"B";"4";
"1-405.x";": Others";;;;"B";"4";
"1-405.y";": N.n.bez.";;;;"B";"4";
"1-406";"Percutaneous (needle) biopsy of endocrine organs";;"Excl.: Percutaneous (needle) biopsy of the pancreas (1-441.2) <br> Percutaneous (needle) biopsy of the testes (1-463.4) <br> Percutaneous (needle) biopsy on the ovary (1-470.0)";;"B";"3";
"1-406.0";": Pituitary";;;;"B";"4";
"1-406.1";": Pineal body";;;;"B";"4";
"1-406.2";": Schilddrse";;;;"B";"4";
"1-406.3";": Parathyroid";;;;"B";"4";
"1-406.5";": Adrenal";;;;"B";"4";
"1-406.x";": Others";;;;"B";"4";
"1-406.y";": N.n.bez.";;;;"B";"4";
"1-407";"Percutaneous biopsy of endocrine organs with control by imaging procedures";;"Excl.: Percutaneous (needle) biopsy of the pancreas (1-442.2) <br> Percutaneous (needle) biopsy of the testes (1-465.4) <br> Percutaneous (needle) biopsy on the ovary (1-474.0)";;"B";"3";
"1-407.0";": Pituitary";;;;"B";"4";
"1-407.1";": Pineal body";;;;"B";"4";
"1-407.2";": Schilddrse";;;;"B";"4";
"1-407.3";": Parathyroid";;;;"B";"4";
"1-407.5";": Adrenal";;;;"B";"4";
"1-407.x";": Others";;;;"B";"4";
"1-407.y";": N.n.bez.";;;;"B";"4";
"1-41";"Biopsy without incision of the eye, ear, nose and skin of the face and head";"Incl.: Endoscopic biopsy";;;"B";"2";
"1-410";"Without incision biopsy of the auricle";;;;"B";"3";
"1-411";"Without biopsy incision on the outer ear by otoscopy";;;;"B";"3";
"1-412";"Biopsy without incision of the eyelid and eyebrow";;;;"B";"3";
"1-412.0";": Eyelid";;;;"B";"4";
"1-412.1";": Eyebrow";;;;"B";"4";
"1-412.x";": Others";;;;"B";"4";
"1-412.y";": N.n.bez.";;;;"B";"4";
"1-413";"Biopsy without incision of conjunctiva and cornea";;;;"B";"3";
"1-413.0";": Conjunctiva";;;;"B";"4";
"1-413.1";": Cornea";;;;"B";"4";
"1-413.x";": Others";;;;"B";"4";
"1-413.y";": N.n.bez.";;;;"B";"4";
"1-414";"Biopsy without incision at the nose";;;;"B";"3";
"1-414.0";": Nose interior";;;;"B";"4";
"1-414.1";": Sinuses";;;;"B";"4";
"1-414.x";": Others";;;;"B";"4";
"1-414.y";": N.n.bez.";;;;"B";"4";
"1-415";"Biopsy without incision of the facial skin";"Incl.: Scalp";;;"B";"3";
"1-42";"Biopsy without incision of mouth, Oral cavity, larynx, pharynx and blood forming organs";"Incl.: Endoscopic biopsy";;;"B";"2";
"1-420";"Biopsy incision without the mouth and Oral cavity";;;;"B";"3";
"1-420.0";": Lip";;;;"B";"4";
"1-420.1";": Tongue";;;;"B";"4";
"1-420.2";": Palate";;;;"B";"4";
"1-420.3";": Gingiva";;;;"B";"4";
"1-420.4";": Alveolar";;;;"B";"4";
"1-420.5";": Cheek mucosa";;;;"B";"4";
"1-420.6";": Floor of Mouth";;;;"B";"4";
"1-420.7";": Salivary gland and salivary gland duct";;;;"B";"4";
"1-420.x";": Others";;;;"B";"4";
"1-420.y";": N.n.bez.";;;;"B";"4";
"1-421";"Biopsy of the larynx without incision";;;;"B";"3";
"1-421.0";": Supraglottis";;;;"B";"4";
"1-421.1";": Glottis";;;;"B";"4";
"1-421.2";": Subglottis";;;;"B";"4";
"1-421.x";": Others";;;;"B";"4";
"1-421.y";": N.n.bez.";;;;"B";"4";
"1-422";"Biopsy incision without the pharynx";;;;"B";"3";
"1-422.0";": Oropharynx";;;;"B";"4";
"1-422.00";": Uvula";;;;"B";"5";
"1-422.01";": Tonsils";;;;"B";"5";
"1-422.0x";": Others";;;;"B";"5";
"1-422.0y";": N.n.bez.";;;;"B";"5";
"1-422.1";": Hypopharynx";;;;"B";"4";
"1-422.2";": Nasopharynx";;;;"B";"4";
"1-422.x";": Others";;;;"B";"4";
"1-422.y";": N.n.bez.";;;;"B";"4";
"1-424";"Without bone marrow biopsy incision";;;;"B";"3";
"1-425";"Percutaneous (needle) biopsy of lymph nodes, spleen and thymus";;;;"B";"3";
"1-425.0";": Lymph node, cervical";;;;"B";"4";
"1-425.1";": Lymph nodes, supraklavikulr (Virchow-Drse)";;;;"B";"4";
"1-425.2";": Lymph nodes, axillr";;;;"B";"4";
"1-425.3";": Lymph nodes, mediastinal";;;;"B";"4";
"1-425.4";": Lymph nodes, para-aortic";;;;"B";"4";
"1-425.5";": Lymph node, iliac";;;;"B";"4";
"1-425.6";": Pelvic lymph nodes,";;;;"B";"4";
"1-425.7";": Lymph node, inguinal";;;;"B";"4";
"1-425.8";": Spleen";;;;"B";"4";
"1-425.9";": Thymus";;;;"B";"4";
"1-425.x";": Others";;;;"B";"4";
"1-425.y";": N.n.bez.";;;;"B";"4";
"1-426";"Percutaneous biopsy of lymph nodes, spleen and thymus of control by imaging procedures";;;;"B";"3";
"1-426.0";": Lymph node, cervical";;;;"B";"4";
"1-426.1";": Lymph nodes, supraclavicular (Virchow-gland)";;;;"B";"4";
"1-426.2";": Lymph nodes, axillr";;;;"B";"4";
"1-426.3";": Lymph nodes, mediastinal";;;;"B";"4";
"1-426.4";": Lymph nodes, para-aortic";;;;"B";"4";
"1-426.5";": Lymph node, iliac";;;;"B";"4";
"1-426.6";": Pelvic lymph nodes,";;;;"B";"4";
"1-426.7";": Lymph node, inguinal";;;;"B";"4";
"1-426.8";": Spleen";;;;"B";"4";
"1-426.9";": Thymus";;;;"B";"4";
"1-426.x";": Others";;;;"B";"4";
"1-426.y";": N.n.bez.";;;;"B";"4";
"1-43";"Without incision biopsy of respiratory organs";"Incl.: Endoscopic biopsy";;"Note:  An endoscopy is to be coded separately";"B";"2";
"1-430";"Endoscopic biopsy of respiratory organs";;;"Note:  The following codes include the removal of 1-5 biopsies<br>The removal of more than 5 biopsies is to code under the code levels biopsy";"B";"3";
"1-430.0";": Trachea";;;;"B";"4";
"1-430.1";": Bronchus";;;;"B";"4";
"1-430.2";": Lung";;;;"B";"4";
"1-430.3";": Level biopsy";;;;"B";"4";
"1-430.x";": Others";;;;"B";"4";
"1-430.y";": N.n.bez.";;;;"B";"4";
"1-431";"Percutaneous (needle) biopsy of respiratory organs";;;;"B";"3";
"1-431.0";": Lung";;;;"B";"4";
"1-431.1";": Pleura";;;;"B";"4";
"1-431.2";": Thick";;;;"B";"4";
"1-431.x";": Others";;;;"B";"4";
"1-431.y";": N.n.bez.";;;;"B";"4";
"1-432";"Percutaneous biopsy of respiratory organs with control by imaging procedures";;"Excl.: Endoscopic biopsy of respiratory organs (1-430)";;"B";"3";
"1-432.0";": Lung";;;;"B";"4";
"1-432.1";": Pleura";;;;"B";"4";
"1-432.2";": Thick";;;;"B";"4";
"1-432.x";": Others";;;;"B";"4";
"1-432.y";": N.n.bez.";;;;"B";"4";
"1-44";"Biopsy without incision of the digestive organs";"Incl.: Biopsy of hepatobilirem system and pancreas <br> Endoscopic biopsy";;"Note:  Eine Endoskopie ist gesondert zu kodieren";"B";"2";
"1-440";"Endoscopic biopsy of upper digestive tract, and pancreas Gallengngen";;;"Note:  Die nachfolgenden Kodes umfassen die Entnahme von 1-5 Biopsien<br>Die Entnahme von mehr als 5 Biopsien ist unter dem Kode Stufenbiopsie zu kodieren";"B";"3";
"1-440.0";": Sophagus";;;;"B";"4";
"1-440.1";": Stomach";;;;"B";"4";
"1-440.2";": Duodenum";;;;"B";"4";
"1-440.3";": Sophagus, stomach and duodenum";;;;"B";"4";
"1-440.4";": Jejunum";;;;"B";"4";
"1-440.6";": Gallengnge";;;;"B";"4";
"1-440.7";": Sphincter of Oddi and major duodenal papilla";;;;"B";"4";
"1-440.8";": Pancreas";;;;"B";"4";
"1-440.9";": Level biopsy";;;;"B";"4";
"1-440.x";": Others";;;;"B";"4";
"1-440.y";": N.n.bez.";;;;"B";"4";
"1-441";"Percutaneous (needle) biopsy of hepatobilirem system and pancreas";;;;"B";"3";
"1-441.0";": Liver";;;;"B";"4";
"1-441.1";": Gallbladder";;;;"B";"4";
"1-441.2";": Pancreas";;;;"B";"4";
"1-442";"Percutaneous biopsy of hepatobilirem system, and pancreas with control by imaging procedures";;"Excl.: Endoscopic biopsy of Gallengngen and pancreas (1-440)";;"B";"3";
"1-442.0";": Liver";;;;"B";"4";
"1-442.1";": Gallbladder";;;;"B";"4";
"1-442.2";": Pancreas";;;;"B";"4";
"1-442.3";": Gallengnge";;;;"B";"4";
"1-442.4";": Sphincter of Oddi and major duodenal papilla";;;;"B";"4";
"1-442.x";": Others";;;;"B";"4";
"1-442.y";": N.n.bez.";;;;"B";"4";
"1-444";"Endoscopic biopsy of the lower digestive tract";;;"Note:  Die nachfolgenden Kodes umfassen die Entnahme von 1-5 Biopsien<br>Die Entnahme von mehr als 5 Biopsien ist unter dem Kode Stufenbiopsie zu kodieren";"B";"3";
"1-444.0";": Colon";;;;"B";"4";
"1-444.1";": Sigmoid colon";;;;"B";"4";
"1-444.2";": Rectum";;;;"B";"4";
"1-444.20";": Saugbiopsie";;;;"B";"5";
"1-444.21";": Biopsy of all layers";;;;"B";"5";
"1-444.2x";": Others";;;;"B";"5";
"1-444.2y";": N.n.bez.";;;;"B";"5";
"1-444.3";": Anal canal";;;;"B";"4";
"1-444.4";": Intestinal Reservoir";;;;"B";"4";
"1-444.5";": Ileum";;;;"B";"4";
"1-444.6";": Level biopsy";;;;"B";"4";
"1-444.x";": Others";;;;"B";"4";
"1-444.y";": N.n.bez.";;;;"B";"4";
"1-449";"Other incision biopsy without other digestive organs";;;;"B";"3";
"1-449.0";": Anal canal";;;;"B";"4";
"1-449.1";": Anal margin";;;;"B";"4";
"1-449.2";": Perianal region";;;;"B";"4";
"1-449.x";": Others";;;;"B";"4";
"1-449.y";": N.n.bez.";;;;"B";"4";
"1-46";"Without incision biopsy of urinary organs and sex organs male";"Incl.: Endoscopic biopsy <br> Biopsy in diagnostic endoscopy via a stoma";;"Note:  Eine Endoskopie ist gesondert zu kodieren";"B";"2";
"1-460";"Transurethral biopsy of prostate and urinary organs";;;"Note:  Die nachfolgenden Kodes umfassen die Entnahme von 1-5 Biopsien<br>Die Entnahme von mehr als 5 Biopsien ist unter dem Kode Stufenbiopsie zu kodieren";"B";"3";
"1-460.0";": Renal pelvis";;;;"B";"4";
"1-460.1";": Ureter";;;;"B";"4";
"1-460.2";": Bladder";;;;"B";"4";
"1-460.3";": Urethra";;;;"B";"4";
"1-460.4";": Prostate";;;;"B";"4";
"1-460.5";": Level biopsy";;;;"B";"4";
"1-460.x";": Others";;;;"B";"4";
"1-460.y";": N.n.bez.";;;;"B";"4";
"1-461";"Percutaneous biopsy of nephroscope-urinary organs";;;;"B";"3";
"1-461.0";": Renal pelvis";;;;"B";"4";
"1-461.1";": Ureter";;;;"B";"4";
"1-461.x";": Others";;;;"B";"4";
"1-461.y";": N.n.bez.";;;;"B";"4";
"1-462";"Percutaneous-cystoscopic biopsy of prostate and urinary organs";;;;"B";"3";
"1-462.0";": Renal pelvis";;;;"B";"4";
"1-462.1";": Ureter";;;;"B";"4";
"1-462.2";": Bladder";;;;"B";"4";
"1-462.3";": Urethra";;;;"B";"4";
"1-462.4";": Prostate";;;;"B";"4";
"1-462.x";": Others";;;;"B";"4";
"1-462.y";": N.n.bez.";;;;"B";"4";
"1-463";"Percutaneous (needle) biopsy of urinary organs and sex organs male";;;;"B";"3";
"1-463.0";": Kidney";;;;"B";"4";
"1-463.1";": Prostate";;;;"B";"4";
"1-463.2";": Seminal vesicles";;;;"B";"4";
"1-463.3";"Penis";;;;"B";"4";
"1-463.4";": Testicular";;;;"B";"4";
"1-463.5";": Epididymis";;;;"B";"4";
"1-463.6";": Ductus deferens";;;;"B";"4";
"1-463.7";": Spermatic cord";;;;"B";"4";
"1-463.8";": Scrotum";;;;"B";"4";
"1-463.9";": Perineum";;;;"B";"4";
"1-463.x";": Others";;;;"B";"4";
"1-463.y";": N.n.bez.";;;;"B";"4";
"1-464";"Transrectal biopsy of male sex organs";;;;"B";"3";
"1-464.0";": Punch biopsy of the prostate";;;;"B";"4";
"1-464.1";": Saugbiopsie of the prostate";;;;"B";"4";
"1-464.2";": Seminal vesicles";;;;"B";"4";
"1-464.x";": Others";;;;"B";"4";
"1-464.y";": N.n.bez.";;;;"B";"4";
"1-465";"Percutaneous biopsy of urinary organs and male sex organs with control by imaging procedures";;;;"B";"3";
"1-465.0";": Kidney";;;;"B";"4";
"1-465.1";": Prostate";;;;"B";"4";
"1-465.2";": Seminal vesicles";;;;"B";"4";
"1-465.3";"Penis";;;;"B";"4";
"1-465.4";": Testicular";;;;"B";"4";
"1-465.5";": Epididymis";;;;"B";"4";
"1-465.6";": Ductus deferens";;;;"B";"4";
"1-465.7";": Spermatic cord";;;;"B";"4";
"1-465.x";": Others";;;;"B";"4";
"1-465.y";": N.n.bez.";;;;"B";"4";
"1-47";"Biopsy without incision of female sex organs";"Incl.: Incision biopsy without the gravid uterus";;;"B";"2";
"1-470";"Percutaneous (needle) biopsy of female sex organs";;;;"B";"3";
"1-470.0";": Ovary";;;;"B";"4";
