"4.75";"Revisión de reparación anterior de nervios craneales y perif";"";"";"";"";"4";""
"4.76";"Reparación de herida traum. antigua de nerv. craneales y peri";"";"";"";"";"4";""
"4.79";"Otras neuroplastias";"";"";"";"";"4";""
"4.80";"Inyección de nervio periférico, no especificada de otra mane";"";"";"";"";"4";""
"4.81";"Inyecc. de anestesia dentro de nerv. perif. con fin analgesi";"";"";"";"";"4";""
"4.89";"Inyección de otro agente, salvo neurolítico";"";"";"";"";"4";""
"4.91";"Neurectasia";"";"";"";"";"4";""
"4.92";"Colocación o sustitución de neuroestimulación periférica";"";"";"";"";"4";""
"4.93";"Extracción de neuroestimulador periférico";"";"";"";"";"4";""
"4.99";"Otras operaciones sobre nervios craneales ncoc";"";"";"";"";"4";""
"5.00";"División de nervio o ganglio simpático";"";"";"";"";"4";""
"5.11";"Biopsia de nervio o ganglio simpático";"";"";"";"";"4";""
"5.19";"Otros proced. diagnósticos sobre nervios o ganglios simpatic";"";"";"";"";"4";""
"5.21";"Ganglionectomía esfenopalatina";"";"";"";"";"4";""
"5.22";"Simpatectomía cervical";"";"";"";"";"4";""
"5.23";"Simpatectomía lumbar";"";"";"";"";"4";""
"5.24";"Simpatectomía presacral";"";"";"";"";"4";""
"5.25";"Simpatectomía periarterial";"";"";"";"";"4";""
"5.29";"Otras simpatectomías y ganglionectomías";"";"";"";"";"4";""
"5.31";"Inyección de anestésico en nervio simpático con fin analgesi";"";"";"";"";"4";""
"5.32";"Inyección de agente neurolítico en nervio simpático";"";"";"";"";"4";""
"5.39";"Otra inyección en nervio o ganglio simpático";"";"";"";"";"4";""
"5.81";"Reparación de nervio o ganglio simpático";"";"";"";"";"4";""
"5.89";"Otras operaciones sobre nervios o ganglios simpáticos ncoc";"";"";"";"";"4";""
"5.90";"Otras operaciones sobre el sistema nervioso";"";"";"";"";"4";""
"6.01";"Aspiración del área tiroidea";"";"";"";"";"4";""
"6.02";"Reapertura de herida de área tiroidea";"";"";"";"";"4";""
"6.09";"Otra incisión del área tiroidea";"";"";"";"";"4";""
"6.11";"Biopsia percutánea (aguja) de glándula tiroides";"";"";"";"";"4";""
"6.12";"Otra biopsia de glándula tiroides";"";"";"";"";"4";""
"6.13";"Biopsia de glándula paratiroides";"";"";"";"";"4";""
"6.19";"Otros proc. diagn. sobre glándula tiroides y paratiroides";"";"";"";"";"4";""
"6.20";"Lobectomía tiroidea unilateral";"";"";"";"";"4";""
"6.31";"Escisión de lesión de tiroides";"";"";"";"";"4";""
"6.39";"Otra tiroidectomía parcial ncoc";"";"";"";"";"4";""
"6.40";"Tiroidectomía total";"";"";"";"";"4";""
"6.50";"Tiroidectomía subesternal, no especificada de otra manera";"";"";"";"";"4";""
"6.51";"Tiroidectomía subesternal parcial";"";"";"";"";"4";""
"6.52";"Tiroidectomía subesternal total";"";"";"";"";"4";""
"6.60";"Escisión de tiroides lingual";"";"";"";"";"4";""
"6.70";"Escisión del conducto tirogloso";"";"";"";"";"4";""
"6.81";"Paratiroidectomía total";"";"";"";"";"4";""
"6.89";"Otra paratiroidectomía";"";"";"";"";"4";""
"6.91";"División del istmo tiroideo";"";"";"";"";"4";""
"6.92";"Ligadura de vasos tiroideos";"";"";"";"";"4";""
"6.93";"Sutura de glándula tiroides";"";"";"";"";"4";""
"6.94";"Reimplantación de tejidos tiroideos";"";"";"";"";"4";""
"6.95";"Reimplantación de tejido paratiroideo";"";"";"";"";"4";""
"6.98";"Otras operaciones sobre glándulas tiroides";"";"";"";"";"4";""
"6.99";"Otras operaciones sobre glándulas paratiroides";"";"";"";"";"4";""
"7.00";"Exploración del área suprarrenal, n.e.o.m.";"";"";"";"";"4";""
"7.01";"Exploración unilateral del área suprarrenal";"";"";"";"";"4";""
"7.02";"Exploración bilateral del área suprarrenal";"";"";"";"";"4";""
"7.11";"Biopsia percutánea (aguja) de glándula suprarrenal";"";"";"";"";"4";""
"7.12";"Otra biopsia de glándula suprarrenal";"";"";"";"";"4";""
"7.13";"Biopsia de glándula pituitaria, acceso transfrontal";"";"";"";"";"4";""
"7.14";"Biopsia de glándula pituitaria, acceso transesfenoidal";"";"";"";"";"4";""
"7.15";"Biopsia de glándula pituitaria, acceso no especificado";"";"";"";"";"4";""
"7.16";"Biopsia de timo";"";"";"";"";"4";""
"7.17";"Biopsia de glándula pineal";"";"";"";"";"4";""
"7.19";"Otros proc. diagn. sobre suprarrenales, pituitaria, pineal y timo";"";"";"";"";"4";""
"7.21";"Escisión de lesión de glándula suprarrenal";"";"";"";"";"4";""
"7.22";"Suprarrenalectomía unilateral";"";"";"";"";"4";""
"7.29";"Otra suprarrenalectomía parcial";"";"";"";"";"4";""
"7.30";"Suprarrenalectomía bilateral";"";"";"";"";"4";""
"7.41";"Incisión de glándula suprarrenal";"";"";"";"";"4";""
"7.42";"División de nervios aferentes con glándulas suprarrenales";"";"";"";"";"4";""
"7.43";"Ligadura de vasos suprarrenales";"";"";"";"";"4";""
"7.44";"Reparación de glándula suprarrenal";"";"";"";"";"4";""
"7.45";"Reimplantación de tejido suprarrenal";"";"";"";"";"4";""
"7.49";"Otra operación sobre glándulas, nervios y vasos suprarr. ncoc";"";"";"";"";"4";""
"7.51";"Exploración del área pineal";"";"";"";"";"4";""
"7.52";"Incisión de glándula pineal";"";"";"";"";"4";""
"7.53";"Escisión parcial de glándula pineal";"";"";"";"";"4";""
"7.54";"Escisión total de glándula pineal";"";"";"";"";"4";""
"7.59";"Otras operaciones sobre glándula pineal";"";"";"";"";"4";""
"7.61";"Escisión parcial de glándula pituitaria, acceso transfrontal";"";"";"";"";"4";""
"7.62";"Escisión parcial de glándula pituitaria, acceso transesfenoi";"";"";"";"";"4";""
"7.63";"Escisión parcial de glándula pituitaria, acceso no especific";"";"";"";"";"4";""
"7.64";"Escisión total de glándula pituitaria, acceso transfrontal";"";"";"";"";"4";""
"7.65";"Escisión total de glándula pituitaria, acceso transesfenoida";"";"";"";"";"4";""
"7.68";"Escisión total de glándula pituitaria, otro acceso especific";"";"";"";"";"4";""
"7.69";"Escisión total de glándula pituitaria, acceso no especificad";"";"";"";"";"4";""
"7.71";"Exploración de fosa pituitaria";"";"";"";"";"4";""
"7.72";"Incisión de glándula pituitaria";"";"";"";"";"4";""
"7.79";"Otra operación sobre hipófisis ncoc";"";"";"";"";"4";""
"7.80";"Timectomía, n. E. O. M.";"";"";"";"";"4";""
"7.81";"Escisión parcial de timo";"";"";"";"";"4";""
"7.82";"Escisión total de timo";"";"";"";"";"4";""
"7.91";"Exploración del área tímica";"";"";"";"";"4";""
"7.92";"Incisión de timo";"";"";"";"";"4";""
"7.93";"Reparación de timo";"";"";"";"";"4";""
"7.94";"Trasplante de timo";"";"";"";"";"4";""
"7.99";"Otra operación sobre timo ncoc";"";"";"";"";"4";""
"8.01";"Incisión del margen del parpado";"";"";"";"";"4";""
"8.02";"Seccionado de blefarorrafia";"";"";"";"";"4";""
"8.09";"Otra incisión de parpado";"";"";"";"";"4";""
"8.11";"Biopsia de parpado";"";"";"";"";"4";""
"8.19";"Otros procedimientos diagnósticos sobre párpado";"";"";"";"";"4";""
"8.20";"Eliminación de lesión de parpado, n. E. O. M.";"";"";"";"";"4";""
"8.21";"Escisión de chalazión";"";"";"";"";"4";""
"8.22";"Escisión de otra lesión menor de parpado";"";"";"";"";"4";""
"8.23";"Escisión de lesión importante de parpado, espesor parcial";"";"";"";"";"4";""
"8.24";"Escisión de lesión importante de parpado, espesor total";"";"";"";"";"4";""
"8.25";"Destrucción de lesión de parpado";"";"";"";"";"4";""
"8.31";"Reparación de blefaroptosis por tecn.de musc.front.con sutur";"";"";"";"";"4";""
"8.32";"Rep.de blefaroptosis por tec.de m.fron.con suspensión facial";"";"";"";"";"4";""
"8.33";"R.de blef.por resecc.o avance de musc.elevador o aponeurosis";"";"";"";"";"4";""
"8.34";"Reparación de blefaroptosis por otras tecn.del músculo eleva";"";"";"";"";"4";""
"8.35";"Reparación de blefaroptosis por otra técnica tarsiana";"";"";"";"";"4";""
"8.36";"Reparación de blefaroptosis por otras técnicas";"";"";"";"";"4";""
"8.37";"Reducción de corrección excesiva de ptosis";"";"";"";"";"4";""
"8.38";"Corrección de retracción del parpado";"";"";"";"";"4";""
"8.41";"Reparación de entropion o ectropion por termocauterización";"";"";"";"";"4";""
"8.42";"Reparación de entropion o ectropion por técnica de sutura";"";"";"";"";"4";""
"8.43";"Reparación de entropion o ectropion con resección en cuña";"";"";"";"";"4";""
"8.44";"Repar.de entropion o ectropion con reconstrucción de parpado";"";"";"";"";"4";""
"8.49";"Otra reparación de entropion o ectropion";"";"";"";"";"4";""
"8.51";"Cantotomía";"";"";"";"";"4";""
"8.52";"Blefarorrafia";"";"";"";"";"4";""
"8.59";"Otro ajuste de posición de parpado ncoc";"";"";"";"";"4";""
"8.61";"Reconstrucción de parpado con colgajo o injerto de piel";"";"";"";"";"4";""
"8.62";"Reconst. De parpado con colgajo o injerto de membrana mucosa";"";"";"";"";"4";""
"8.63";"Recostrucción de parpado con injerto de foliculo piloso";"";"";"";"";"4";""
"8.64";"Reconstrucción de parpado con colgajo tarsoconjuntival";"";"";"";"";"4";""
"8.69";"Otra reconstrucción de parpado con colgajos o injertos";"";"";"";"";"4";""
"8.70";"Reconstrucción de parpado, n. E. O. M.";"";"";"";"";"4";""
"8.71";"Rec.de parp.con implicación de margen de parp.,grosor parcia";"";"";"";"";"4";""
"8.72";"Otra reconstrucción de parpado, grosor parcial";"";"";"";"";"4";""
"8.73";"Rec.de parp.con implicación de margen de parp., grosor total";"";"";"";"";"4";""
"8.74";"Otra reconstrucción del parpado, grosor total";"";"";"";"";"4";""
"8.81";"Reparación lineal de laceración de parpado o ceja";"";"";"";"";"4";""
"8.82";"R.de laceración con implicaci.de margen parp.,grosor parcial";"";"";"";"";"4";""
"8.83";"Otra reparación de laceración de parpado, grosor parcial";"";"";"";"";"4";""
"8.84";"R. De laceración con implicación de margen de parp.,grosor t";"";"";"";"";"4";""
"8.85";"Otra reparación de laceración de parpado, grosor total";"";"";"";"";"4";""
"8.86";"Ritidectomía de parpado inferior";"";"";"";"";"4";""
"8.87";"Ritidectomía de parpado superior";"";"";"";"";"4";""
"8.89";"Otra reparación de parpado";"";"";"";"";"4";""
"8.91";"Epilación electroquirurgica de parpado";"";"";"";"";"4";""
"8.92";"Epilación crioquirurgica de parpado";"";"";"";"";"4";""
"8.93";"Otra epilación de parpado";"";"";"";"";"4";""
"8.99";"Otra operación sobre parpado ncoc";"";"";"";"";"4";""
"9.00";"Incisión de glándula lagrimal";"";"";"";"";"4";""
"9.11";"Biopsia de glándula lagrimal";"";"";"";"";"4";""
"9.12";"Biopsia de saco lagrimal";"";"";"";"";"4";""
"9.19";"Otros procedimientos diagnósticos sobre aparato lagrimal";"";"";"";"";"4";""
"9.20";"Escisión de glándula lagrimal, n. E. O. M.";"";"";"";"";"4";""
"9.21";"Escisión de lesión de glándula lagrimal";"";"";"";"";"4";""
"9.22";"Otra dacriadenectomía parcial";"";"";"";"";"4";""
"9.23";"Dacriadenectomía total";"";"";"";"";"4";""
"9.30";"Otras operaciones sobre glándula lagrimal";"";"";"";"";"4";""
"9.41";"Sondaje del punto lagrimal";"";"";"";"";"4";""
"9.42";"Sondaje de conducto nasolagrimal";"";"";"";"";"4";""
"9.43";"Sondaje de conducto nasolagrimal";"";"";"";"";"4";""
"9.44";"Intubación de conducto nasolagrimal";"";"";"";"";"4";""
"9.49";"Otra manipulación de conducto lagrimal";"";"";"";"";"4";""
"9.51";"Incisión de punto lagrimal";"";"";"";"";"4";""
"9.52";"Incisión de canaliculos lagrimales";"";"";"";"";"4";""
"9.53";"Incisión de saco lagrimal";"";"";"";"";"4";""
"9.59";"Otra incisión de conductos lagrimales";"";"";"";"";"4";""
"9.60";"Escisión de saco y conducto lagrimal";"";"";"";"";"4";""
"9.71";"Corrección de punto evertido";"";"";"";"";"4";""
"9.72";"Otra reparación de punto";"";"";"";"";"4";""
"9.73";"Reparación de canaliculos";"";"";"";"";"4";""
"9.81";"Dacriocistorinostomía (dcr)";"";"";"";"";"4";""
"9.82";"Conjuntivocistorinostomía";"";"";"";"";"4";""
"9.83";"Conjuntivorinostomía con inserción de tubo o varilla";"";"";"";"";"4";""
"9.91";"Obliteración del punto lagrimal";"";"";"";"";"4";""
"9.99";"Otra operación sobre aparato lagrimal ncoc";"";"";"";"";"4";""
"10.00";"Extracción de conjuntiva de cuerpo extraño incrustado c/inci";"";"";"";"";"4";""
"10.10";"Otra incisión de conjuntiva";"";"";"";"";"4";""
"10.21";"Biopsia de conjuntiva";"";"";"";"";"4";""
"10.29";"Otros procedimientos diagnósticos sobre conjuntiva";"";"";"";"";"4";""
"10.31";"Escisión de lesión o tejido de conjuntiva";"";"";"";"";"4";""
"10.32";"Destrucción de lesión de conjuntiva";"";"";"";"";"4";""
"10.33";"Otros procedimientos destructivos sobre conjuntiva";"";"";"";"";"4";""
"10.41";"Reparación de simblefaron con injerto libre";"";"";"";"";"4";""
"10.42";"Reconstrucción de fondo de saco conjuntival con injerto libr";"";"";"";"";"4";""
"10.43";"Otra reconstrucción de fondo de saco conjuntival";"";"";"";"";"4";""
"10.44";"Otro injerto libre a la conjuntiva";"";"";"";"";"4";""
"10.49";"Otra conjuntivoplastia";"";"";"";"";"4";""
"10.50";"Lisis de adherencia conjuntiva y parpado";"";"";"";"";"4";""
"10.60";"Reparación de laceración de conjuntiva";"";"";"";"";"4";""
"10.91";"Inyección subconjuntival";"";"";"";"";"4";""
"10.99";"Otra operación sobre conjuntiva ncoc";"";"";"";"";"4";""
"11.00";"Extracción por iman de cuerpo extraño incrustado en cornea";"";"";"";"";"4";""
"11.10";"Incisión de cornea";"";"";"";"";"4";""
"11.21";"Raspado de cornea para frotis o cultivo";"";"";"";"";"4";""
"11.22";"Biopsia de cornea";"";"";"";"";"4";""
"11.29";"Otros procedimientos diagnosticos sobre cornea";"";"";"";"";"4";""
"11.31";"Transposición de pterigion";"";"";"";"";"4";""
"11.32";"Escisión de pterigion con injerto corneal";"";"";"";"";"4";""
"11.39";"Otra escisión de pterigion";"";"";"";"";"4";""
"11.41";"Extirpación mecánica del epitelio corneal";"";"";"";"";"4";""
"11.42";"Termocauterización de lesión corneal";"";"";"";"";"4";""
"11.43";"Crioterapia de lesión corneal";"";"";"";"";"4";""
"11.49";"Otra extirpación o destrucción de lesión corneal";"";"";"";"";"4";""
"11.51";"Sutura de laceración corneal";"";"";"";"";"4";""
"11.52";"Reparación de dehiscencia de herida postoperatoria de cornea";"";"";"";"";"4";""
"11.53";"Reparac.de laceración o herida corneal con colgajo conjuntiv";"";"";"";"";"4";""
"11.59";"Otra reparación de cornea";"";"";"";"";"4";""
"11.60";"Transplante corneal, n. E. O. M.";"";"";"";"";"4";""
"11.61";"Queratoplastia lamelar con autoinjerto";"";"";"";"";"4";""
"11.62";"Otra queratoplastia lamelar";"";"";"";"";"4";""
"11.63";"Queratoplastia penetrante con autoinjerto";"";"";"";"";"4";""
"11.64";"Otra queratoplastia penetrante";"";"";"";"";"4";""
"11.69";"Otro trasplante corneal";"";"";"";"";"4";""
"11.71";"Queratomeleusis";"";"";"";"";"4";""
"11.72";"Queratofaquia";"";"";"";"";"4";""
"11.73";"Queratoprotesis";"";"";"";"";"4";""
"11.74";"Termoqueratoplastia";"";"";"";"";"4";""
"11.75";"Queratotomía radial";"";"";"";"";"4";""
"11.76";"Epiqueratofaquia";"";"";"";"";"4";""
"11.79";"Otra cirugia reconstructiva sobre cornea ncoc";"";"";"";"";"4";""
"11.91";"Tatuaje de cornea";"";"";"";"";"4";""
"11.92";"Eliminación de la cornea de implantación artificial";"";"";"";"";"4";""
"11.99";"Otra operación sobre cornea ncoc";"";"";"";"";"4";""
"12.00";"Extrac.de cuerpo extr.intraoc.del segm.ant.del ojo, n.e.o.m.";"";"";"";"";"4";""
"12.01";"Extr.de cuer.ext.intraoc.del segm.ant.ojo con empleo de iman";"";"";"";"";"4";""
"12.02";"Extrac.de cuerpo extraño del segm.ant.ojo sin empleo de iman";"";"";"";"";"4";""
"12.11";"Iridotomía con transfixion";"";"";"";"";"4";""
"12.12";"Otra iridotomía";"";"";"";"";"4";""
"12.13";"Escisión de iris prolapsado";"";"";"";"";"4";""
"12.14";"Otra iridectomía";"";"";"";"";"4";""
"12.21";"Aspiración diagnostica de la camara anterior del ojo";"";"";"";"";"4";""
"12.22";"Biopsia de iris";"";"";"";"";"4";""
"12.29";"Otros proc.diagn.s/iris,c.cilial,esclerotica y camara anteri";"";"";"";"";"4";""
"12.31";"Lisis de goniosinequias";"";"";"";"";"4";""
"12.32";"Lisis de otras sinequias anteriores";"";"";"";"";"4";""
"12.33";"Lisis de sinequias posteriores";"";"";"";"";"4";""
"12.34";"Lisis de adherencias corneovitreas";"";"";"";"";"4";""
"12.35";"Coreoplastia";"";"";"";"";"4";""
"12.39";"Otra iridoplastia";"";"";"";"";"4";""
"12.40";"Extirpación de lesión del segmento anterior del ojo,n.e.o.m.";"";"";"";"";"4";""
"12.41";"Destrucción de lesión de iris, no por escisión";"";"";"";"";"4";""
"12.42";"Escisión de lesión de iris";"";"";"";"";"4";""
"12.43";"Destrucción de lesión del cuerpo cilial, no por escisión";"";"";"";"";"4";""
"12.44";"Escisión de lesión de cuerpo cilial";"";"";"";"";"4";""
"12.51";"Goniopuntura sin goniotomía";"";"";"";"";"4";""
"12.52";"Goniotomía sin goniopuntura";"";"";"";"";"4";""
"12.53";"Goniotomía con goniopuntura";"";"";"";"";"4";""
"12.54";"Trabeculotomía desde el exterior";"";"";"";"";"4";""
"12.55";"Ciclodialisis";"";"";"";"";"4";""
"12.59";"Otra facilitación de la circulación intraocular";"";"";"";"";"4";""
"12.61";"Trepanación de esclerotica con iridectomía";"";"";"";"";"4";""
"12.62";"Termocauterización de esclerotica con iridectomía";"";"";"";"";"4";""
"12.63";"Iridencleisis e iridotasis";"";"";"";"";"4";""
"12.64";"Trabeculectomía desde el exterior";"";"";"";"";"4";""
"12.65";"Otra fistulización escleral con iridectomía";"";"";"";"";"4";""
"12.66";"Revisión postoperat.de procedimiento de fistulización escler";"";"";"";"";"4";""
"12.69";"Otro procedimiento de fistulización";"";"";"";"";"4";""
"12.71";"Ciclodiatermia";"";"";"";"";"4";""
"12.72";"Ciclocrioterapia";"";"";"";"";"4";""
"12.73";"Ciclofotocoagulación";"";"";"";"";"4";""
"12.74";"Disminución del cuerpo cilial, n. E. O. M.";"";"";"";"";"4";""
"12.79";"Otros procedimientos de glaucoma";"";"";"";"";"4";""
"12.81";"Sutura de laceración de esclerotica";"";"";"";"";"4";""
"12.82";"Reparación de fistula escleral";"";"";"";"";"4";""
"12.83";"Revisión de herida operatoria de segmento anterior, n.c.o.c.";"";"";"";"";"4";""
"12.84";"Escisión o destrucción de lesión de esclerotica";"";"";"";"";"4";""
"12.85";"Reparación de estafiloma escleral con injerto";"";"";"";"";"4";""
"12.86";"Otra reparación de estafiloma escleral";"";"";"";"";"4";""
"12.87";"Refuerzo escleral con injerto";"";"";"";"";"4";""
"12.88";"Otro refuerzo escleral";"";"";"";"";"4";""
"12.89";"Otras operaciones sobre esclerotica";"";"";"";"";"4";""
"12.91";"Evacuación terapeutica de la camara anterior";"";"";"";"";"4";""
"12.92";"Inyección en camara anterior";"";"";"";"";"4";""
"12.93";"Extirp.o destruc.de excrec.descend.epitelial,de camara anter";"";"";"";"";"4";""
"12.97";"Otras operaciones sobre iris";"";"";"";"";"4";""
"12.98";"Otras operaciones sobre el cuerpo cilial";"";"";"";"";"4";""
"12.99";"Otras operaciones sobre la camara anterior";"";"";"";"";"4";""
"13.00";"Extracción de cuerpo extraño del cristalino, n. E. O. M.";"";"";"";"";"4";""
"13.01";"Extracc.de cuerpo extraño del cristalino con empleo de iman";"";"";"";"";"4";""
"13.02";"Extracción de cuerpo extraño sin empleo de iman";"";"";"";"";"4";""
"13.11";"Extrac.intracapsular de cristalino por la ruta temporal infe";"";"";"";"";"4";""
"13.19";"Otra extracción intracapsular de cristalino";"";"";"";"";"4";""
"13.20";"Extracción extracapsular cristalino,tecnica extracción linea";"";"";"";"";"4";""
"13.30";"Extracc.extracaps.cristalino,tec.simple aspiración e irrigac";"";"";"";"";"4";""
