"1-211";"Invasive präoperative Video-EEG-Intensivdiagnostik bei Epilepsie";;;"Hinweis:  Dieser Kode umfaßt:<br>die Ableitung mit epiduralen, subduralen oder Foramen-ovale-Elektroden oder Tiefenelektroden<br>die ggf. durchgeführte kortikale Stimulation bei subduralen Plattenelektroden<br>das Video-EEG-Intensivmonitoring für i.d.R. mindestens 3 Tage<br>die Begleitung, Dokumentation und Auswertung<br>die psychosoziale Betreuung des Patienten während des diagnostischen Prozesses<br>Für die Durchführung gelten die Qualitätsstandards der Arbeitsgemeinschaft für präoperative Epilepsiediagnostik und operative Epilepsietherapie<br>Die Implantation der Elektroden ist gesondert zu kodieren (5-014.9, 5-029.3)<br>Der Zugang ist gesondert zu kodieren (5-010, 5-011)";"B";"3";
"1-212";"Invasive intraoperative Epilepsiediagnostik";"Inkl.:    Video-EEG";;"Hinweis:  Für die Durchführung gelten die Qualitätsstandards der Arbeitsgemeinschaft für präoperative Epilepsiediagnostik und operative Epilepsietherapie";"B";"3";
"1-212.0";":  Elektrokortikographie";;;;"B";"4";
"1-212.1";": Elektrostimulation in Allgemeinanästhesie";;;;"B";"4";
"1-212.2";": Elektrostimulation im Wachzustand";;;;"B";"4";
"1-212.3";": Evozierte Potentiale";;;;"B";"4";
"1-212.x";": Sonstige";;;;"B";"4";
"1-212.y";": N.n.bez.";;;;"B";"4";
"1-24";"Untersuchungen im HNO-Bereich";;"Exkl.:    Kardiorespiratorische Polysomnographie (1-790)";;"B";"2";
"1-242";"Audiometrie";"Inkl.:    Pädaudiometrie";"Exkl.:    Registrierung evozierter Potentiale (1-208)";;"B";"3";
"1-243";"Phoniatrie";;;;"B";"3";
"1-245";"Rhinomanometrie";;;;"B";"3";
"1-247";"Olfaktometrie und Gustometrie";;"Exkl.:    Registrierung evozierter Potentiale (1-208)";;"B";"3";
"1-26";"Untersuchungen der elektrophysiologischen Aktivität des Herzens";;;;"B";"2";
"1-265";"Elektrophysiologische Untersuchung des Herzens, kathetergestützt";;;"Hinweis:  Ensprechend deutschen und internationalen Leitlinien erfolgt die Definition hier anhand der vorliegenden Diagnose";"B";"3";
"1-265.0";":  Bei Störungen der Sinusknotenfunktion";;;;"B";"4";
"1-265.1";":  Bei Störungen der AV-šberleitung";;;;"B";"4";
"1-265.2";":  Bei inter- und intraatrialen Leitungsstörungen";;;;"B";"4";
"1-265.3";":  Bei intraventrikulären Leitungsstörungen";;;;"B";"4";
"1-265.4";":  Bei Tachykardien mit schmalem QRS-Komplex";;;;"B";"4";
"1-265.5";":  Bei WPW-Syndrom";;;;"B";"4";
"1-265.6";":  Bei Tachykardien mit breitem QRS-Komplex";;;;"B";"4";
"1-265.7";":  Bei nicht anhaltenden Kammertachykardien und ventrikulären Extrasystolen";;;;"B";"4";
"1-265.8";":  Bei Synkopen unklarer Genese";;;;"B";"4";
"1-265.9";":  Bei Zustand nach Herz-Kreislauf-Stillstand";;;;"B";"4";
"1-265.a";":  Nach kurativer Therapie eines angeborenen Herzfehlers";;;;"B";"4";
"1-265.b";":  Nach palliativer Therapie eines angeborenen Herzfehlers";;;;"B";"4";
"1-265.c";":  Bei funktionell/morphologisch univentrikulärem Herzen";;;;"B";"4";
"1-265.d";":  Bei Zustand nach Herztransplantation";;;;"B";"4";
"1-265.x";":  Sonstige";;;;"B";"4";
"1-265.y";":  N.n.bez.";;;;"B";"4";
"1-266";"Elektrophysiologische Untersuchung des Herzens, nicht kathetergestützt";;;;"B";"3";
"1-266.0";": Bei implantiertem Schrittmacher";"Inkl.:    Induktion von Vorhofflimmern zur Testung des \"mode-switch\"<br>Reprogrammierung eines permanenten Schrittmachers";;;"B";"4";
"1-266.1";": Bei implantiertem Kardioverter/Defibrillator (ICD)";"Inkl.:    Zur Bestimmung der Defibrillationsschwelle";;;"B";"4";
"1-266.2";": Kipptisch-Untersuchung zur Abklärung von Synkopen";;;;"B";"4";
"1-266.3";": Medikamentöser Provokationstest (zur Erkennung von Arrhythmien)";;;;"B";"4";
"1-266.x";": Sonstige";;;;"B";"4";
"1-266.y";": N.n.bez.";;;;"B";"4";
"1-268";"Kardiales Mapping";;;;"B";"3";
"1-268.0";": Rechter Vorhof";;;;"B";"4";
"1-268.1";": Linker Vorhof";;;;"B";"4";
"1-268.2";": Gemeinsamer Vorhof";;;;"B";"4";
"1-268.3";": Rechter Ventrikel";;;;"B";"4";
"1-268.4";": Linker Ventrikel";;;;"B";"4";
"1-268.5";": Funktionell/morphologisch univentrikuläres Herz";;;;"B";"4";
"1-268.x";": Sonstige";;;;"B";"4";
"1-268.y";": N.n.bez.";;;;"B";"4";
"1-27";"Diagnostische Katheteruntersuchung an Herz und Kreislauf";;"Exkl.:    Elektrophysiologische Untersuchung des Herzens, kathetergestützt (1-265)";;"B";"2";
"1-272";"Kombinierte Links- und Rechtsherz-Katheteruntersuchung";;;;"B";"3";
"1-272.0";":  Koronarangiographie und Druckmessung im linken Ventrikel";;;;"B";"4";
"1-272.1";":  Koronarangiographie, Druckmessung in der Aorta und Aortenbogendarstellung";;;;"B";"4";
"1-272.2";":  Koronarangiographie und Druckmessung in der Aorta";;;;"B";"4";
"1-272.3";":  Ventrikulographie mit Druckmessung im linken und rechten Ventrikel, Aortenbogendarstellung und Darstellung der A. pulmonalis";;;;"B";"4";
"1-272.4";":  Ventrikulographie mit Druckmessung und Darstellung der großen Gefäße bei funktionell/morphologisch univentrikulärem Herzen";;;;"B";"4";
"1-272.x";": Sonstige";;;;"B";"4";
"1-272.y";": N.n.bez.";;;;"B";"4";
"1-273";"Rechtsherz-Katheteruntersuchung";"Inkl.:    Katheteruntersuchung von A. pumonalis, rechtem Ventrikel, rechtem Vorhof und V. cava<br>Druckmessung, Druckgradientenbestimmung, Messung des Herzzeitvolumens, Bestimmung des pulmonalen Gefäßwiderstandes und Messung unter Belastung";;;"B";"3";
"1-273.1";": Oxymetrie";;;;"B";"4";
"1-273.2";": Druckmessung mit Messung des Shuntvolumens";;;;"B";"4";
"1-273.5";": Messung der pulmonalen Flußreserve";;;;"B";"4";
"1-273.6";": Messung des Lungenwassers";;;;"B";"4";
"1-273.x";": Sonstige";;;;"B";"4";
"1-273.y";": N.n.bez.";;;;"B";"4";
"1-274";"Transseptale Linksherz-Katheteruntersuchung";"Inkl.:    Katheteruntersuchung von Aorta, linkem Ventrikel, linkem Vorhof und Pulmonalvenen<br>Punktion des Vorhofseptums";;;"B";"3";
"1-274.0";": Druckmessung";"Inkl.:    Druckgradientenbestimmung";;;"B";"4";
"1-274.1";": Oxymetrie";;;;"B";"4";
"1-274.2";": Druckmessung mit Messung des Shuntvolumens";;;;"B";"4";
"1-274.3";": Sondierung des Vorhofseptums";;;;"B";"4";
"1-274.4";": Sondierung des Ventrikelseptums";;;;"B";"4";
"1-274.x";": Sonstige";;;;"B";"4";
"1-274.y";": N.n.bez.";;;;"B";"4";
"1-275";"Transarterielle Linksherz-Katheteruntersuchung";;;;"B";"3";
"1-275.0";":  Koronarangiographie ohne weitere Maßnahmen";;;;"B";"4";
"1-275.1";":  Koronarangiographie und Druckmessung im linken Ventrikel";;;;"B";"4";
"1-275.2";":  Koronarangiographie, Druckmessung und Ventrikulographie im linken Ventrikel";;;;"B";"4";
"1-275.3";":  Koronarangiographie, Druckmessung und Ventrikulographie im linken Ventrikel, Druckmessung in der Aorta und Aortenbogendarstellung";;;;"B";"4";
"1-275.4";":  Koronarangiographie, Druckmessung in der Aorta und Aortenbogendarstellung";;;;"B";"4";
"1-275.5";":  Koronarangiographie von Bypassgefäßen";;;;"B";"4";
"1-275.6";":  Ventrikulographie mit Druckmessung im linken Ventrikel und Aortenbogendarstellung";;;;"B";"4";
"1-275.x";": Sonstige";;;;"B";"4";
"1-275.y";": N.n.bez.";;;;"B";"4";
"1-276";"Angiokardiographie als selbständige Maßnahme";;;;"B";"3";
"1-276.0";":  Pulmonalisangiographie";;;;"B";"4";
"1-276.1";": Aortographie";;;;"B";"4";
"1-276.2";": Ventrikulographie";;;;"B";"4";
"1-276.20";": Rechter Ventrikel";;;;"B";"5";
"1-276.21";": Linker Ventrikel";;;;"B";"5";
"1-276.22";": Rechter und linker Ventrikel";;;;"B";"5";
"1-276.2y";": N.n.bez.";;;;"B";"5";
"1-276.x";": Sonstige";;;;"B";"4";
"1-276.y";": N.n.bez.";;;;"B";"4";
"1-277";"Herzkatheteruntersuchung bei funktionell/morphologisch univentrikulärem Herzen";;;;"B";"3";
"1-277.0";": Ohne Duktusabhängigkeit";;;;"B";"4";
"1-277.1";": Mit duktusabhängigem Blutfluß im Lungenkreislauf";;;;"B";"4";
"1-277.2";": Mit duktusabhängigem Blutfluß im Körperkreislauf";;;;"B";"4";
"1-277.x";": Sonstige";;;;"B";"4";
"1-277.y";": N.n.bez.";;;;"B";"4";
"1-279";"Andere diagnostische Katheteruntersuchung an Herz und Gefäßen";;;;"B";"3";
"1-279.0";":  Bestimmung des Herzvolumens und der Austreibungsfraktion";;;;"B";"4";
"1-279.1";":  Quantitative regionale Funktionsanalyse";;;;"B";"4";
"1-279.2";":  Densitometrie des Ventrikels";;;;"B";"4";
"1-279.3";":  Densitometrie des Myokardes";;;;"B";"4";
"1-279.4";":  Densitometrie der großen Gefäße";;;;"B";"4";
"1-279.5";":  Intrakardiale Kontraktionsanalyse im dreidimensionalen System";;;;"B";"4";
"1-279.6";":  Sondierung des Ductus arteriosus Botalli";;;;"B";"4";
"1-279.7";":  Sondierung eines operativ angelegten Shuntes";;;;"B";"4";
"1-279.8";":  Sondierung von Kollateralgefäßen";;;;"B";"4";
"1-279.9";":  Angioskopie";;;"Hinweis:  Eine durchgeführte Biopsie ist gesondert zu kodieren   (1-497)";"B";"4";
"1-279.x";":  Sonstige";;;;"B";"4";
"1-279.y";":  N.n.bez.";;;;"B";"4";
"1-31";"Funktionsuntersuchungen des Verdauungstraktes";;"Exkl.:    Diagnostische Endoskopie des Verdauungstraktes  (1-63 ff.)";;"B";"2";
"1-313";"Ösophagusmanometrie";;;;"B";"3";
"1-314";"Manometrie der Gallen- und Pankreasgänge";"Inkl.:    Papillenmanometrie";;;"B";"3";
"1-315";"Anorektale Manometrie";;;;"B";"3";
"1-316";"pH-Metrie des Ösophagus";;;;"B";"3";
"1-316.0";": Einfach";;;;"B";"4";
"1-316.1";": Langzeit-pH-Metrie";;;;"B";"4";
"1-316.x";": Sonstige";;;;"B";"4";
"1-316.y";": N.n.bez.";;;;"B";"4";
"1-317";"pH-Metrie des Magens";;;;"B";"3";
"1-317.0";": Einfach";;;;"B";"4";
"1-317.1";": Langzeit-pH-Metrie";;;;"B";"4";
"1-317.x";": Sonstige";;;;"B";"4";
"1-317.y";": N.n.bez.";;;;"B";"4";
"1-33";"Untersuchung des Harntraktes";;;;"B";"2";
"1-334";"Urodynamische Untersuchung";;;;"B";"3";
"1-335";"Messung des Urethradruckprofils";;;;"B";"3";
"1-336";"Harnröhrenkalibrierung";;;;"B";"3";
"1-40...1-49";"Biopsie ohne Inzision";"Inkl.:    Perkutane (Fein -)Nadelbiopsie, Stanzbiopsie, durch bildgebende Verfahren gesteuerte perkutane Biopsie, endoskopische Biopsie, endosonographische Biopsie, arthroskopische Biopsie, Saugbiopsie";"Exkl.:    Biopsie durch Inzision, intraoperative Biopsie, Biopsie bei diagnostischer Endoskopie durch Inzision und intraoperativ (1-50 ff.)";"Hinweis:  Das Anästhesieverfahren bei einer diagnostischen Maßnahme kann zusätzlich kodiert werden, sofern die diagnostische Maßnahme üblicherweise ohne Allgemeinanästhesie durchgeführt wird (8-90)";"B";"1";
"1-40";"Biopsie ohne Inzision an Nervensystem und endokrinen Organen";;;;"B";"2";
"1-401";"Perkutane Biopsie an intrakraniellem Gewebe mit Steuerung durch bildgebende Verfahren";;;;"B";"3";
"1-401.0";": Großhirn";;;;"B";"4";
"1-401.1";": Stammganglien";;;;"B";"4";
"1-401.2";": Hirnstamm";;;;"B";"4";
"1-401.3";": Kleinhirn";;;;"B";"4";
"1-401.4";": Hirnnerven und Ganglien, intrakraniell";;;;"B";"4";
"1-401.5";": Hirnhäute";;;;"B";"4";
"1-401.x";": Sonstige";;;;"B";"4";
"1-401.y";": N.n.bez.";;;;"B";"4";
"1-404";"Perkutane (Nadel-)Biopsie an intraspinalem Gewebe";;;;"B";"3";
"1-404.0";": Rückenmark";;;;"B";"4";
"1-404.1";":  Rückenmarknerven und Spinalganglien, intraspinal";;;;"B";"4";
"1-404.2";":  Rückenmarkhäute";;;;"B";"4";
"1-404.x";": Sonstige";;;;"B";"4";
"1-404.y";": N.n.bez.";;;;"B";"4";
"1-405";"Perkutane (Nadel-)Biopsie an peripheren Nerven";;;;"B";"3";
"1-405.0";": Hirnnerven, extrakraniell";;;;"B";"4";
"1-405.1";": Plexus brachialis";;;;"B";"4";
"1-405.2";": Nerven Schulter";;;;"B";"4";
"1-405.3";": Nerven Arm";;;;"B";"4";
"1-405.4";": Nerven Hand";;;;"B";"4";
"1-405.5";": Nerven Rumpf";;;;"B";"4";
"1-405.6";": Plexus lumbosacralis";;;;"B";"4";
"1-405.7";": Nerven Leiste und Beckenboden";;;;"B";"4";
"1-405.8";": Nerven Bein";;;;"B";"4";
"1-405.9";": Nerven Fuß";;;;"B";"4";
"1-405.x";": Sonstige";;;;"B";"4";
"1-405.y";": N.n.bez.";;;;"B";"4";
"1-406";"Perkutane (Nadel-)Biopsie an endokrinen Organen";;"Exkl.:    Perkutane (Nadel-)Biopsie des Pankreas (1-441.2)<br>Perkutane (Nadel-)Biopsie am Hoden (1-463.4)<br>Perkutane (Nadel-)Biopsie am Ovar (1-470.0)";;"B";"3";
"1-406.0";": Hypophyse";;;;"B";"4";
"1-406.1";": Corpus pineale";;;;"B";"4";
"1-406.2";": Schilddrüse";;;;"B";"4";
"1-406.3";":  Nebenschilddrüsen";;;;"B";"4";
"1-406.5";": Nebenniere";;;;"B";"4";
"1-406.x";": Sonstige";;;;"B";"4";
"1-406.y";": N.n.bez.";;;;"B";"4";
"1-407";"Perkutane Biopsie an endokrinen Organen mit Steuerung durch bildgebende Verfahren";;"Exkl.:    Perkutane (Nadel-)Biopsie des Pankreas (1-442.2)<br>Perkutane (Nadel-)Biopsie am Hoden (1-465.4)<br>Perkutane (Nadel-)Biopsie am Ovar (1-474.0)";;"B";"3";
"1-407.0";": Hypophyse";;;;"B";"4";
"1-407.1";": Corpus pineale";;;;"B";"4";
"1-407.2";": Schilddrüse";;;;"B";"4";
"1-407.3";": Nebenschilddrüsen";;;;"B";"4";
"1-407.5";": Nebenniere";;;;"B";"4";
"1-407.x";": Sonstige";;;;"B";"4";
"1-407.y";": N.n.bez.";;;;"B";"4";
"1-41";"Biopsie ohne Inzision an Auge, Ohr, Nase und Haut von Gesicht und Kopf";"Inkl.:    Endoskopische Biopsie";;;"B";"2";
"1-410";"Biopsie ohne Inzision an der Ohrmuschel";;;;"B";"3";
"1-411";"Biopsie ohne Inzision am äußeren Gehörgang durch Otoskopie";;;;"B";"3";
"1-412";"Biopsie ohne Inzision an Augenlid und Augenbraue";;;;"B";"3";
"1-412.0";": Augenlid";;;;"B";"4";
"1-412.1";": Augenbraue";;;;"B";"4";
"1-412.x";": Sonstige";;;;"B";"4";
"1-412.y";": N.n.bez.";;;;"B";"4";
"1-413";"Biopsie ohne Inzision an Konjunktiva und Kornea";;;;"B";"3";
"1-413.0";": Konjunktiva";;;;"B";"4";
"1-413.1";": Kornea";;;;"B";"4";
"1-413.x";": Sonstige";;;;"B";"4";
"1-413.y";": N.n.bez.";;;;"B";"4";
"1-414";"Biopsie ohne Inzision an der Nase";;;;"B";"3";
"1-414.0";": Naseninnenraum";;;;"B";"4";
"1-414.1";": Nasennebenhöhlen";;;;"B";"4";
"1-414.x";": Sonstige";;;;"B";"4";
"1-414.y";": N.n.bez.";;;;"B";"4";
"1-415";"Biopsie ohne Inzision an der Gesichtshaut";"Inkl.:    Kopfhaut";;;"B";"3";
"1-42";"Biopsie ohne Inzision an Mund, Mundhöhle, Larynx, Pharynx und blutbildenden Organen";"Inkl.:    Endoskopische Biopsie";;;"B";"2";
"1-420";"Biopsie ohne Inzision an Mund und Mundhöhle";;;;"B";"3";
"1-420.0";": Lippe";;;;"B";"4";
"1-420.1";": Zunge";;;;"B";"4";
"1-420.2";": Gaumen";;;;"B";"4";
"1-420.3";": Gingiva";;;;"B";"4";
"1-420.4";": Alveolarkamm";;;;"B";"4";
"1-420.5";": Wangenschleimhaut";;;;"B";"4";
"1-420.6";": Mundboden";;;;"B";"4";
"1-420.7";": Speicheldrüse und Speicheldrüsenausführungsgang";;;;"B";"4";
"1-420.x";": Sonstige";;;;"B";"4";
"1-420.y";": N.n.bez.";;;;"B";"4";
"1-421";"Biopsie ohne Inzision am Larynx";;;;"B";"3";
"1-421.0";": Supraglottis";;;;"B";"4";
"1-421.1";": Glottis";;;;"B";"4";
"1-421.2";": Subglottis";;;;"B";"4";
"1-421.x";": Sonstige";;;;"B";"4";
"1-421.y";": N.n.bez.";;;;"B";"4";
"1-422";"Biopsie ohne Inzision am Pharynx";;;;"B";"3";
"1-422.0";": Oropharynx";;;;"B";"4";
"1-422.00";": Uvula";;;;"B";"5";
"1-422.01";": Tonsillen";;;;"B";"5";
"1-422.0x";": Sonstige";;;;"B";"5";
"1-422.0y";": N.n.bez.";;;;"B";"5";
"1-422.1";": Hypopharynx";;;;"B";"4";
"1-422.2";": Nasopharynx";;;;"B";"4";
"1-422.x";": Sonstige";;;;"B";"4";
"1-422.y";": N.n.bez.";;;;"B";"4";
"1-424";"Biopsie ohne Inzision am Knochenmark";;;;"B";"3";
"1-425";"Perkutane (Nadel-)Biopsie an Lymphknoten, Milz und Thymus";;;;"B";"3";
"1-425.0";":  Lymphknoten, zervikal";;;;"B";"4";
"1-425.1";":  Lymphknoten, supraklavikulär (Virchow-Drüse)";;;;"B";"4";
"1-425.2";":  Lymphknoten, axillär";;;;"B";"4";
"1-425.3";":  Lymphknoten, mediastinal";;;;"B";"4";
"1-425.4";":  Lymphknoten, paraaortal";;;;"B";"4";
"1-425.5";":  Lymphknoten, iliakal";;;;"B";"4";
"1-425.6";":  Lymphknoten, pelvin";;;;"B";"4";
"1-425.7";":  Lymphknoten, inguinal";;;;"B";"4";
"1-425.8";": Milz";;;;"B";"4";
"1-425.9";":  Thymus";;;;"B";"4";
"1-425.x";":  Sonstige";;;;"B";"4";
"1-425.y";":  N.n.bez.";;;;"B";"4";
"1-426";"Perkutane Biopsie an Lymphknoten, Milz und Thymus mit Steuerung durch bildgebende Verfahren";;;;"B";"3";
"1-426.0";": Lymphknoten, zervikal";;;;"B";"4";
"1-426.1";": Lymphknoten, supraklavikulär (Virchow-Drüse)";;;;"B";"4";
"1-426.2";": Lymphknoten, axillär";;;;"B";"4";
"1-426.3";": Lymphknoten, mediastinal";;;;"B";"4";
"1-426.4";": Lymphknoten, paraaortal";;;;"B";"4";
"1-426.5";": Lymphknoten, iliakal";;;;"B";"4";
"1-426.6";": Lymphknoten, pelvin";;;;"B";"4";
"1-426.7";": Lymphknoten, inguinal";;;;"B";"4";
"1-426.8";": Milz";;;;"B";"4";
"1-426.9";": Thymus";;;;"B";"4";
"1-426.x";": Sonstige";;;;"B";"4";
"1-426.y";": N.n.bez.";;;;"B";"4";
"1-43";"Biopsie ohne Inzision an respiratorischen Organen";"Inkl.:    Endoskopische Biopsie";;"Hinweis:  Eine Endoskopie ist gesondert zu kodieren";"B";"2";
"1-430";"Endoskopische Biopsie an respiratorischen Organen";;;"Hinweis:  Die nachfolgenden Kodes umfassen die Entnahme von 1-5 Biopsien<br>Die Entnahme von mehr als 5 Biopsien ist unter dem Kode Stufenbiopsie zu kodieren";"B";"3";
"1-430.0";": Trachea";;;;"B";"4";
"1-430.1";": Bronchus";;;;"B";"4";
"1-430.2";": Lunge";;;;"B";"4";
"1-430.3";": Stufenbiopsie";;;;"B";"4";
"1-430.x";": Sonstige";;;;"B";"4";
"1-430.y";": N.n.bez.";;;;"B";"4";
"1-431";"Perkutane (Nadel-)Biopsie an respiratorischen Organen";;;;"B";"3";
"1-431.0";": Lunge";;;;"B";"4";
"1-431.1";": Pleura";;;;"B";"4";
"1-431.2";":  Zwerchfell";;;;"B";"4";
"1-431.x";": Sonstige";;;;"B";"4";
"1-431.y";": N.n.bez.";;;;"B";"4";
"1-432";"Perkutane Biopsie an respiratorischen Organen mit Steuerung durch bildgebende Verfahren";;"Exkl.:    Endoskopische Biopsie an respiratorischen Organen  (1-430)";;"B";"3";
"1-432.0";": Lunge";;;;"B";"4";
"1-432.1";": Pleura";;;;"B";"4";
"1-432.2";": Zwerchfell";;;;"B";"4";
"1-432.x";": Sonstige";;;;"B";"4";
"1-432.y";": N.n.bez.";;;;"B";"4";
"1-44";"Biopsie ohne Inzision an den Verdauungsorganen";"Inkl.:    Biopsie an hepatobiliärem System und Pankreas<br>Endoskopische Biopsie";;"Hinweis:  Eine Endoskopie ist gesondert zu kodieren";"B";"2";
"1-440";"Endoskopische Biopsie an oberem Verdauungstrakt, Gallengängen und Pankreas";;;"Hinweis:  Die nachfolgenden Kodes umfassen die Entnahme von 1-5 Biopsien<br>Die Entnahme von mehr als 5 Biopsien ist unter dem Kode Stufenbiopsie zu kodieren";"B";"3";
"1-440.0";": Ösophagus";;;;"B";"4";
"1-440.1";": Magen";;;;"B";"4";
"1-440.2";": Duodenum";;;;"B";"4";
"1-440.3";": Ösophagus, Magen und Duodenum";;;;"B";"4";
"1-440.4";": Jejunum";;;;"B";"4";
"1-440.6";": Gallengänge";;;;"B";"4";
"1-440.7";": Sphincter Oddi und Papilla duodeni major";;;;"B";"4";
"1-440.8";": Pankreas";;;;"B";"4";
"1-440.9";": Stufenbiopsie";;;;"B";"4";
"1-440.x";": Sonstige";;;;"B";"4";
"1-440.y";": N.n.bez.";;;;"B";"4";
"1-441";"Perkutane (Nadel-)Biopsie an hepatobiliärem System und Pankreas";;;;"B";"3";
"1-441.0";":  Leber";;;;"B";"4";
"1-441.1";":  Gallenblase";;;;"B";"4";
"1-441.2";":  Pankreas";;;;"B";"4";
"1-442";"Perkutane Biopsie an hepatobiliärem System und Pankreas mit Steuerung durch bildgebende Verfahren";;"Exkl.:    Endoskopische Biopsie an Gallengängen und Pankreas  (1-440)";;"B";"3";
"1-442.0";": Leber";;;;"B";"4";
"1-442.1";": Gallenblase";;;;"B";"4";
"1-442.2";": Pankreas";;;;"B";"4";
"1-442.3";": Gallengänge";;;;"B";"4";
"1-442.4";": Sphincter Oddi und Papilla duodeni major";;;;"B";"4";
"1-442.x";": Sonstige";;;;"B";"4";
"1-442.y";": N.n.bez.";;;;"B";"4";
"1-444";"Endoskopische Biopsie am unteren Verdauungstrakt";;;"Hinweis:  Die nachfolgenden Kodes umfassen die Entnahme von 1-5 Biopsien<br>Die Entnahme von mehr als 5 Biopsien ist unter dem Kode Stufenbiopsie zu kodieren";"B";"3";
"1-444.0";": Kolon";;;;"B";"4";
"1-444.1";": Colon sigmoideum";;;;"B";"4";
"1-444.2";": Rektum";;;;"B";"4";
"1-444.20";": Saugbiopsie";;;;"B";"5";
"1-444.21";": Biopsie aller Wandschichten";;;;"B";"5";
"1-444.2x";": Sonstige";;;;"B";"5";
"1-444.2y";": N.n.bez.";;;;"B";"5";
"1-444.3";": Analkanal";;;;"B";"4";
"1-444.4";": Darmreservoir";;;;"B";"4";
"1-444.5";": Ileum";;;;"B";"4";
