"A18.4";"Deri ve derialti dokusu tüberkülozu";;;;;;;"4";;;
"A18.5";"Göz tüberkülozu";;;;;;;"4";;;
"A18.6";"Kulak tüberkülozu";;;;;;;"4";;;
"A18.7?";"Adrenal bezlerin tüberkülozu (E35.1*)";;;;;;;"4";;;
"A18.8";"Tüberküloz, diger tanimlanmis organlarin";;;;;;;"4";;;
"A19";"Miliyer tüberküloz";;;;;;;"3";;;
"A19.0";"Akut miliyer tüberküloz, tanimlanmis tek bir yerin";;;;;;;"4";;;
"A19.1";"Akut miliyer tüberküloz, birden fazla yerin";;;;;;;"4";;;
"A19.2";"Akut miliyer tüberküloz, tanimlanmamis";;;;;;;"4";;;
"A19.8";"Miliyer diger tüberkülozlar";;;;;;;"4";;;
"A19.9";"Miliyer tüberküloz, tanimlanmamis";;;;;;;"4";;;
"A20";"Veba";;;;;;;"3";;;
"A20.0";"Bubonik veba";;;;;;;"4";;;
"A20.1";"Selülokutanöz veba";;;;;;;"4";;;
"A20.2";"Pnömonik veba";;;;;;;"4";;;
"A20.3";"Veba menenjiti";;;;;;;"4";;;
"A20.7";"Septisemik veba";;;;;;;"4";;;
"A20.8";"Veba, diger formlari";;;;;;;"4";;;
"A20.9";"Veba, tanimlanmamis";;;;;;;"4";;;
"A21";"Tularemi";;;;;;;"3";;;
"A21.0";"Ülseroglandüler tularemi";;;;;;;"4";;;
"A21.1";"Oküloglandüler tularemi";;;;;;;"4";;;
"A21.2";"Pulmoner tularemi";;;;;;;"4";;;
"A21.3";"Gastrointestinal tularemi";;;;;;;"4";;;
"A21.7";"Yaygin tularemi";;;;;;;"4";;;
"A21.8";"Tularemi, diger formlari";;;;;;;"4";;;
"A21.9";"Tularemi, tanimlanmamis";;;;;;;"4";;;
"A22";"Sarbon";;;;;;;"3";;;
"A22.0";"Deri sarbonu";;;;;;;"4";;;
"A22.1";"Pulmoner sarbon";;;;;;;"4";;;
"A22.2";"Gastrointestinal sarbon";;;;;;;"4";;;
"A22.7";"Sarbon septisemisi";;;;;;;"4";;;
"A22.8";"Sarbon türleri, diger";;;;;;;"4";;;
"A22.9";"Sarbon, tanimlanmamis";;;;;;;"4";;;
"A23";"Bruselloz";;;;;;;"3";;;
"A23.0";"Bruselloz, Brucella melitensise bagli";;;;;;;"4";;;
"A23.1";"Bruselloz, Brucella abortusa bagli";;;;;;;"4";;;
"A23.2";"Bruselloz, Brucella suise bagli";;;;;;;"4";;;
"A23.3";"Bruselloz, Brucella canise bagli";;;;;;;"4";;;
"A23.8";"Bruselloz, diger";;;;;;;"4";;;
"A23.9";"Bruselloz, tanimlanmamis";;;;;;;"4";;;
"A24";"Ruam ve melioidoz";;;;;;;"3";;;
"A24.0";"Ruam";;;;;;;"4";;;
"A24.1";"Akut ve fulminan melioidoz";;;;;;;"4";;;
"A24.2";"Subakut ve kronik melioidoz";;;;;;;"4";;;
"A24.3";"Melioidozlar, diger";;;;;;;"4";;;
"A24.4";"Melioidoz, tanimlanmamis";;;;;;;"4";;;
"A25";"Siçan isirigi atesi";;;;;;;"3";;;
"A25.0";"Spirilloz";;;;;;;"4";;;
"A25.1";"Streptobasilloz";;;;;;;"4";;;
"A25.9";"Siçan isirigi atesi, tanimlanmamis";;;;;;;"4";;;
"A26";"Erizipeloid";;;;;;;"3";;;
"A26.0";"Kutanöz erizipeloid";;;;;;;"4";;;
"A26.7";"Erysipelothrix septisemisi";;;;;;;"4";;;
"A26.8";"Erizipeloid, diger formlari";;;;;;;"4";;;
"A26.9";"Erizipeloid, tanimlanmamis";;;;;;;"4";;;
"A27";"Leptospiroz";;;;;;;"3";;;
"A27.0";"Ikterohemorajik leptospiroz";;;;;;;"4";;;
"A27.8";"Leptospiroz türleri, diger formlari";;;;;;;"4";;;
"A27.9";"Leptospiroz, tanimlanmamis";;;;;;;"4";;;
"A28";"Zoonotik bakteriyel diger hastaliklar, baska yerde siniflanmamis";;;;;;;"3";;;
"A28.0";"Pastörelloz";;;;;;;"4";;;
"A28.1";"Kedi tirmigi hastaligi";;;;;;;"4";;;
"A28.2";"Ekstraintestinal yersinioz";;;;;;;"4";;;
"A28.8";"Zoonotik diger bakteriyel hastaliklar tanimlanmis, baska yerde siniflanmamis";;;;;;;"4";;;
"A28.9";"Zoonotik bakteriyel hastalik, tanimlanmamis";;;;;;;"4";;;
"A30";"Lepra [Hansen hastaligi]";;;;;;;"3";;;
"A30.0";"Belirsiz lepra";;;;;;;"4";;;
"A30.1";"Tüberküloid lepra";;;;;;;"4";;;
"A30.2";"Sinirda tüberküloid lepra";;;;;;;"4";;;
"A30.3";"Sinirda lepra";;;;;;;"4";;;
"A30.4";"Sinirda lepramatöz lepra";;;;;;;"4";;;
"A30.5";"Lepramatöz lepra";;;;;;;"4";;;
"A30.8";"Lepra, diger formlari";;;;;;;"4";;;
"A30.9";"Lepra, tanimlanmamis";;;;;;;"4";;;
"A31";"Diger Mikobakteri türlerine bagli enfeksiyon";;;;;;;"3";;;
"A31.0";"Pulmoner mikobakteri enfeksiyonu";;;;;;;"4";;;
"A31.1";"Kutanöz mikobakteri enfeksiyonu";;;;;;;"4";;;
"A31.8";"Mikobakteri enfeksiyonlari, diger";;;;;;;"4";;;
"A31.9";"Mikobakteri enfeksiyonu, tanimlanmamis";;;;;;;"4";;;
"A32";"Listerioz";;;;;;;"3";;;
"A32.0";"Kutanöz listerioz";;;;;;;"4";;;
"A32.1?";"Listeria menenjiti ve meningoensefaliti";;;;;;;"4";;;
"A32.7";"Listeria septisemisi";;;;;;;"4";;;
"A32.8";"Listerioz, diger formlari";;;;;;;"4";;;
"A32.9";"Listerioz, tanimlanmamis";;;;;;;"4";;;
"A33";"Yenidogan tetanozu";;;;;;;"3";;;
"A34";"Gebelik tetanozu";;;;;;;"3";;;
"A35";"Tetanoz, diger";;;;;;;"3";;;
"A36";"Difteri";;;;;;;"3";;;
"A36.0";"Faringeal difteri";;;;;;;"4";;;
"A36.1";"Nazofaringeal difteri";;;;;;;"4";;;
"A36.2";"Laringeal difteri";;;;;;;"4";;;
"A36.3";"Kutanöz difteri";;;;;;;"4";;;
"A36.8";"Difteri, diger";;;;;;;"4";;;
"A36.9";"Difteri, tanimlanmamis";;;;;;;"4";;;
"A37";"Bogmaca";;;;;;;"3";;;
"A37.0";"Bogmaca, Bordetella pertussise bagli";;;;;;;"4";;;
"A37.1";"Bogmaca, Bordetella parapertussise bagli";;;;;;;"4";;;
"A37.8";"Bogmaca, diger Bordotella türlerine bagli";;;;;;;"4";;;
"A37.9";"Bogmaca, tanimlanmamis";;;;;;;"4";;;
"A38";"Kizil";;;;;;;"3";;;
"A39";"Meningokok enfeksiyonu";;;;;;;"3";;;
"A39.0?";"Meningokoksik menenjit (G0.1*)";;;;;;;"4";;;
"A39.1?";"Waterhouse-Friderichsen sendromu (E35.1*)";;;;;;;"4";;;
"A39.2";"Akut meningokoksemi";;;;;;;"4";;;
"A39.3";"Kronik meningokoksemi";;;;;;;"4";;;
"A39.4";"Meningokoksemi, tanimlanmamis";;;;;;;"4";;;
"A39.5?";"Meningokoksik kalp hastaligi";;;;;;;"4";;;
"A39.8";"Meningokoksik diger enfeksiyonlar";;;;;;;"4";;;
"A39.9";"Meningokok enfeksiyonu, tanimlanmamis";;;;;;;"4";;;
"A40";"Streptokok septisemi";;;;;;;"3";;;
"A40.0";"Septisemi, A grubu streptokoklara bagli";;;;;;;"4";;;
"A40.1";"Septisemi, B grubu streptokoklara bagli";;;;;;;"4";;;
"A40.2";"Septisemi, D grubu streptokoklara bagli";;;;;;;"4";;;
"A40.3";"Septisemi, Streptococcus pneumoniae";;;;;;;"4";;;
"A40.8";"Streptokoksik septisemi, diger";;;;;;;"4";;;
"A40.9";"Streptokoksik septisemi, tanimlanmamis";;;;;;;"4";;;
"A41";"Septisemiler, diger";;;;;;;"3";;;
"A41.0";"Septisemi, Staphylococcus aureus";;;;;;;"4";;;
"A41.1";"Septisemi, diger tanimlanmis Staphylococcus";;;;;;;"4";;;
"A41.2";"Septisemi, tanimlanmamis stafilokoklara bagli";;;;;;;"4";;;
"A41.3";"Septisemi, Haemophilus influenzaya bagli";;;;;;;"4";;;
"A41.4";"Septisemi, anaeorob bakterilere bagli";;;;;;;"4";;;
"A41.5";"Septisemi, diger Gram-negatif organizmalara bagli";;;;;;;"4";;;
"A41.8";"Septisemi, diger tanimlanmis";;;;;;;"4";;;
"A41.9";"Septisemi, tanimlanmamis";;;;;;;"4";;;
"A42";"Aktinomikoz";;;;;;;"3";;;
"A42.0";"Pulmoner aktinomikoz";;;;;;;"4";;;
"A42.1";"Abdominal aktinomikoz";;;;;;;"4";;;
"A42.2";"Servikofasiyal aktinomikoz";;;;;;;"4";;;
"A42.7";"Aktinomikotik septisemi";;;;;;;"4";;;
"A42.8";"Aktinomikoz, diger formlari";;;;;;;"4";;;
"A42.9";"Aktinomikoz, tanimlanmamis";;;;;;;"4";;;
"A43";"Nokardiyoz";;;;;;;"3";;;
"A43.0";"Pulmoner nokardiyoz";;;;;;;"4";;;
"A43.1";"Kutanöz nokardiyoz";;;;;;;"4";;;
"A43.8";"Nokardiyoz, diger formlari";;;;;;;"4";;;
"A43.9";"Nokardiyoz, tanimlanmamis";;;;;;;"4";;;
"A44";"Bartonelloz";;;;;;;"3";;;
"A44.0";"Sistemik bartonelloz";;;;;;;"4";;;
"A44.1";"Kutanöz ve mükokutanöz bartonelloz";;;;;;;"4";;;
"A44.8";"Bartonelloz, diger formlari";;;;;;;"4";;;
"A44.9";"Bartonelloz, tanimlanmamis";;;;;;;"4";;;
"A46";"Erizipel";;;;;;;"3";;;
"A48";"Bakteriyel diger hastaliklar, baska yerde siniflanmamis";;;;;;;"3";;;
"A48.0";"Gazli gangren";;;;;;;"4";;;
"A48.1";"Lejyoner hastaligi";;;;;;;"4";;;
"A48.2";"Lejyoner hastaligi, pnömonik olmayan [Pontiac atesi]";;;;;;;"4";;;
"A48.3";"Toksik sok sendromu";;;;;;;"4";;;
"A48.4";"Brezilya purpurik atesi";;;;;;;"4";;;
"A48.8";"Bakteriyel hastaliklar, diger tanimlanmis";;;;;;;"4";;;
"A49";"Bakteriyel enfeksiyon, tanimlanmamis bölgelerin";;;;;;;"3";;;
"A49.0";"Stafilokok enfeksiyonu, tanimlanmamis";;;;;;;"4";;;
"A49.1";"Streptokok enfeksiyonu, tanimlanmamis";;;;;;;"4";;;
"A49.2";"Haemophilus influenzae enfeksiyonu, tanimlanmamis";;;;;;;"4";;;
"A49.3";"Mikoplazma enfeksiyonu, tanimlanmamis";;;;;;;"4";;;
"A49.8";"Bakteriyel enfeksiyonlar, tanimlanmamis bölgelerdeki diger";;;;;;;"4";;;
"A49.9";"Bakteriyel enfeksiyon, tanimlanmamis";;;;;;;"4";;;
"A50";"Konjenital sifiliz";;;;;;;"3";;;
"A50.0";"Erken konjenital sifiliz, semptomatik";;;;;;;"4";;;
"A50.1";"Erken konjenital sifiliz, latent";;;;;;;"4";;;
"A50.2";"Erken konjenital sifiliz, tanimlanmamis";;;;;;;"4";;;
"A50.3";"Geç konjenital sifilitik okülopati";;;;;;;"4";;;
"A50.4";"Geç konjenital nörosifiliz [juvenil nörosifiliz]";;;;;;;"4";;;
"A50.5";"Geç diger konjenital sifilizler, semptomatik";;;;;;;"4";;;
"A50.6";"Geç konjenital sifiliz, latent";;;;;;;"4";;;
"A50.7";"Geç konjenital sifiliz, tanimlanmamis";;;;;;;"4";;;
"A50.9";"Konjenital sifiliz, tanimlanmamis";;;;;;;"4";;;
"A51";"Erken sifiliz";;;;;;;"3";;;
"A51.0";"Primer genital sifiliz";;;;;;;"4";;;
"A51.1";"Primer anal sifiliz";;;;;;;"4";;;
"A51.2";"Primer sifiliz, diger bölgelerde";;;;;;;"4";;;
"A51.3";"Sekonder sifiliz, deri ve muköz membranlarda";;;;;;;"4";;;
"A51.4";"Sekonder sifiliz, diger";;;;;;;"4";;;
"A51.5";"Erken sifiliz, latent";;;;;;;"4";;;
"A51.9";"Erken sifiliz, tanimlanmamis";;;;;;;"4";;;
"A52";"Geç sifiliz";;;;;;;"3";;;
"A52.0?";"Kardiyovasküler sifiliz";;;;;;;"4";;;
"A52.1";"Nörosifiliz, semptomatik";;;;;;;"4";;;
"A52.2";"Nörosifiliz, asemptomatik";;;;;;;"4";;;
"A52.3";"Nörosifiliz, tanimlanmamis";;;;;;;"4";;;
"A52.7";"Semptomatik geç sifiliz, diger";;;;;;;"4";;;
"A52.8";"Geç sifiliz, latent";;;;;;;"4";;;
"A52.9";"Geç sifiliz, tanimlanmamis";;;;;;;"4";;;
"A53";"Sifiliz, diger ve tanimlanmamis";;;;;;;"3";;;
"A53.0";"Latent sifiliz, erken ya da geç olarak tanimlanmamis";;;;;;;"4";;;
"A53.9";"Sifiliz, tanimlanmamis";;;;;;;"4";;;
"A54";"Gonokok enfeksiyonu";;;;;;;"3";;;
"A54.0";"Gonokok enfeksiyonu, alt ürogenital yollarda periüretral ya da aksesuar bez apsesi yok";;;;;;;"4";;;
"A54.1";"Gonokok enfeksiyonu, alt ürogenital yollarda periüretral ya da aksesuar";;;;;;;"4";;;
"A54.2";"Gonokoksik pelviperitonit ve diger gonokoksik ürogenital enfeksiyonlar";;;;;;;"4";;;
"A54.3";"Gonokoksik göz enfeksiyonu";;;;;;;"4";;;
"A54.4?";"Gonokok enfeksiyonu, kas-iskelet sistemi";;;;;;;"4";;;
"A54.5";"Gonokoksik farenjit";;;;;;;"4";;;
"A54.6";"Anüs ve rektumun gonokok enfeksiyonu";;;;;;;"4";;;
"A54.8";"Gonokok enfeksiyonlari, diger";;;;;;;"4";;;
"A54.9";"Gonokok enfeksiyonu, tanimlanmamis";;;;;;;"4";;;
"A55";"Klamidyal lenfogranüloma (venereum)";;;;;;;"3";;;
"A56";"Cinsel yolla bulasan diger klamidyal hastaliklar";;;;;;;"3";;;
"A56.0";"Alt ürogenital yolda klamidya enfeksiyonu";;;;;;;"4";;;
"A56.1";"Pelviperiton ve diger ürogenital organ klamidya enfeksiyonu";;;;;;;"4";;;
"A56.2";"Klamidya enfeksiyonu, ürogenital yol tanimlanmamis";;;;;;;"4";;;
"A56.3";"Anüs ve rektumun klamidya enfeksiyonu";;;;;;;"4";;;
"A56.4";"Farinksin klamidya enfeksiyonu";;;;;;;"4";;;
"A56.8";"Klamidya enfeksiyonu, diger bölgelerde, cinsel yolla bulasan";;;;;;;"4";;;
"A57";"Sankroid";;;;;;;"3";;;
"A58";"Granüloma inguinale";;;;;;;"3";;;
"A59";"Trikomoniaz";;;;;;;"3";;;
"A59.0";"Ürogenital trikomoniaz";;;;;;;"4";;;
"A59.8";"Trikomoniaz, diger bölgelerde";;;;;;;"4";;;
"A59.9";"Trikomoniaz, tanimlanmamis";;;;;;;"4";;;
"A60";"Anogenital herpes virüs [herpes simpleks] enfeksiyonu";;;;;;;"3";;;
"A60.0";"Herpes virüs enfeksiyonu, genital bölgeler ve ürogenital yollarda";;;;;;;"4";;;
"A60.1";"Perianal deri ve rektumun herpes virüs enfeksiyonu";;;;;;;"4";;;
"A60.9";"Anogenital herpes virüs enfeksiyonu, tanimlanmamis";;;;;;;"4";;;
"A63";"Cinsel temasla bulasan diger hastaliklar, baska yerde siniflanmamis";;;;;;;"3";;;
"A63.0";"Anogenital (veneryal) Sigiller";;;;;;;"4";;;
"A63.8";"Cinsel temasla bulasan hastaliklar, diger tanimlanmis";;;;;;;"4";;;
"A64";"Cinsel yolla bulasan hastalik, tanimlanmamis";;;;;;;"3";;;
"A65";"Zührevi olmayan sifiliz";;;;;;;"3";;;
"A66";"Yaws";;;;;;;"3";;;
"A66.0";"Yaws baslangiç lezyonlari";;;;;;;"4";;;
"A66.1";"Multipl papillomlar ve islak crab yaws";;;;;;;"4";;;
"A66.2";"Yaws, diger erken deri lezyonlari";;;;;;;"4";;;
"A66.3";"Yaws hiperkeratozu";;;;;;;"4";;;
"A66.4";"Yaws gumma ve ülserleri";;;;;;;"4";;;
"A66.5";"Gangosa";;;;;;;"4";;;
"A66.6";"Yaws, kemik ve eklem lezyonlari";;;;;;;"4";;;
"A66.7";"Yaws, diger sekilleri";;;;;;;"4";;;
"A66.8";"Latent yaws";;;;;;;"4";;;
"A66.9";"Yaws, tanimlanmamis";;;;;;;"4";;;
"A67";"Pinta [carate]";;;;;;;"3";;;
"A67.0";"Primer pinta lezyonlari";;;;;;;"4";;;
"A67.1";"Pinta ara dönem lezyonlari";;;;;;;"4";;;
"A67.2";"Pinta geç lezyonlari";;;;;;;"4";;;
"A67.3";"Pinta karisik lezyonlari";;;;;;;"4";;;
"A67.9";"Pinta, tanimlanmamis";;;;;;;"4";;;
"A68";"Nükseden atesler";;;;;;;"3";;;
"A68.0";"Nükseden ates, bitle tasinan";;;;;;;"4";;;
"A68.1";"Nükseden ates, kene ile tasinan";;;;;;;"4";;;
"A68.9";"Nükseden ates, tanimlanmamis";;;;;;;"4";;;
"A69";"Spiroketal diger enfeksiyonlari";;;;;;;"3";;;
"A69.0";"Nekrotizan ülseratif stomatit";;;;;;;"4";;;
"A69.1";"Vincent enfeksiyonlari, diger";;;;;;;"4";;;
"A69.2";"Lyme hastaligi";;;;;;;"4";;;
"A69.8";"Spiroket enfeksiyonlari, diger tanimlanmis";;;;;;;"4";;;
"A69.9";"Spiroket enfeksiyonu, tanimlanmamis";;;;;;;"4";;;
"A70";"Klamidya psittaci enfeksiyonu";;;;;;;"3";;;
"A71";"Trahom";;;;;;;"3";;;
"A71.0";"Trahom baslangiç dönemi";;;;;;;"4";;;
"A71.1";"Trahom aktif dönemi";;;;;;;"4";;;
"A71.9";"Trahom, tanimlanmamis";;;;;;;"4";;;
"A74";"Klamidyal diger hastaliklar";;;;;;;"3";;;
"A74.0?";"Klamidya konjonktiviti (H13.1*)";;;;;;;"4";;;
"A74.8";"Klamidya hastaliklari, diger";;;;;;;"4";;;
"A74.9";"Klamidya enfeksiyonu, tanimlanmamis";;;;;;;"4";;;
"A75";"Tifüs";;;;;;;"3";;;
"A75.0";"Tifüs, Rickettsia prowazekiiye bagli epidemik bitle tasinan";;;;;;;"4";;;
"A75.1";"Nükseden tifüs [Brill hastaligi]";;;;;;;"4";;;
"A75.2";"Tifüs, Rickettsia typhiye bagli";;;;;;;"4";;;
"A75.3";"Tifüs, Rickettsia tsutsugamushiye bagli";;;;;;;"4";;;
"A75.9";"Tifüs, tanimlanmamis";;;;;;;"4";;;
"A77";"Benekli humma [kene ile tasinan riketsiyozlar]";;;;;;;"3";;;
"A77.0";"Benekli humma, Ricketsia ricketsii'ye bagli";;;;;;;"4";;;
"A77.1";"Benekli humma, Rickettsia conorii'ye bagli";;;;;;;"4";;;
"A77.2";"Benekli humma, Rickettsia sibericaya bagli";;;;;;;"4";;;
"A77.3";"Benekli humma, Rickettsia australise bagli";;;;;;;"4";;;
"A77.8";"Benekli hummalar, diger";;;;;;;"4";;;
"A77.9";"Benekli humma, tanimlanmamis";;;;;;;"4";;;
"A78";"Q atesi";;;;;;;"3";;;
"A79";"Riketsiyal diger enfeksiyonlar";;;;;;;"3";;;
"A79.0";"Siper atesi";;;;;;;"4";;;
"A79.1";"Riketsiyal döküntü, Rickettsia akariye bagli";;;;;;;"4";;;
"A79.8";"Riketsiyozlar, diger tanimlanmis";;;;;;;"4";;;
"A79.9";"Riketsiyoz, tanimlanmamis";;;;;;;"4";;;
"A80";"Akut poliomyelit";;;;;;;"3";;;
