"A04.7";"Enterokolitis durch Clostridium difficile";"N4T";"c";;;;"N";"4";;;
"A04.8";"Sonstige näher bezeichnete bakterielle Darminfektionen";"N4T";"c";;;;"N";"4";;;
"A04.9";"Bakterielle Darminfektion, nicht näher bezeichnet";"N4T";"c";"Bakterielle Enteritis o.n.A.";;;"N";"4";;;
"A05.-";"Sonstige bakteriell bedingte Lebensmittelvergiftungen";"M3T";"c";;"Exkl.: Infektion durch Escherichia coli (A04.0-A04.4)<br>Infektion oder Lebensmittelvergiftung durch Salmonellen<br>(A02.-)<br>Listeriose (A32.-)<br>Toxische Wirkung schädlicher (verdorbener) Lebensmittel<br>(T61-T62)";;"M";"3";;;
"A05.0";"Lebensmittelvergiftung durch Staphylokokken";"M4T";"c";;;;"M";"4";;;
"A05.1";"Botulismus";"N4T";"c";"Klassische Lebensmittelvergiftung durch Clostridium botulinum";;;"N";"4";;;
"A05.2";"Lebensmittelvergiftung durch Clostridium perfringens [Clostridium<br>welchii]";"N4T";"c";"Enteritis necroticans";;;"N";"4";;;
"A05.3";"Lebensmittelvergiftung durch Vibrio parahaemolyticus";"N4T";"c";;;;"N";"4";;;
"A05.4";"Lebensmittelvergiftung durch Bacillus cereus";"N4T";"c";;;;"N";"4";;;
"A05.8";"Sonstige näher bezeichnete bakteriell bedingte<br>Lebensmittelvergiftungen";"N4T";"c";;;;"N";"4";;;
"A05.9";"Bakteriell bedingte Lebensmittelvergiftung, nicht näher bezeichnet";"N4T";"c";;;;"N";"4";;;
"A06.-";"Amöbiasis";"M3T";"c";"Inkl.:   Infektion durch Entamoeba histolytica";"Exkl.: Sonstige Darmkrankheiten durch Protozoen (A07.-)";;"M";"3";;;
"A06.0";"Akute Amöbenruhr";"N4T";"c";"Akute Amöbiasis<br>Amöbenkolitis o.n.A.";;;"N";"4";;;
"A06.1";"Chronische intestinale Amöbiasis";"N4T";"c";;;;"N";"4";;;
"A06.2";"Nichtdysenterische Kolitis durch Amöben";"N4T";"c";;;;"N";"4";;;
"A06.3";"Amöbom des Darmes";"N4T";"c";"Amöbom o.n.A.";;;"N";"4";;;
"A06.4";"Leberabszeß durch Amöben";"N4T";"c";"Amöbenhepatitis";;;"N";"4";;;
"A06.5+";"Lungenabszeß durch Amöben (J99.8*)";"N4T";"c";"Abszeß der Lunge (und der Leber) durch Amöben";;;"N";"4";;;
"A06.6+";"Hirnabszeß durch Amöben (G07*)";"N4T";"c";"Abszeß des Gehirns (und der Leber) (und der Lunge) durch Amöben";;;"N";"4";;;
"A06.7";"Amöbiasis der Haut";"N4T";"c";;;;"N";"4";;;
"A06.8";"Amöbeninfektion an sonstigen Lokalisationen";"N4T";"c";"Appendizitis        } durch Amöben<br>Balanitis+ (N51.2*) }";;;"N";"4";;;
"A06.9";"Amöbiasis, nicht näher bezeichnet";"N4T";"c";;;;"N";"4";;;
"A07.-";"Sonstige Darmkrankheiten durch Protozoen";"M3T";"c";;;;"M";"3";;;
"A07.0";"Balantidiose";"N4T";"c";"Balantidienruhr";;;"N";"4";;;
"A07.1";"Giardiasis [Lambliasis]";"M4T";"c";;;;"M";"4";;;
"A07.2";"Kryptosporidiose";"N4T";"c";;;;"N";"4";;;
"A07.3";"Isosporose";"N4T";"c";"Infektion durch Isospora belli und Isospora hominis<br>Intestinale Kokzidiose<br>Isosporiasis";;;"N";"4";;;
"A07.8";"Sonstige näher bezeichnete Darmkrankheiten durch Protozoen";"N4T";"c";"Intestinale Trichomoniasis<br>Sarkosporidiose<br>Sarkozystose";;;"N";"4";;;
"A07.9";"Darmkrankheit durch Protozoen, nicht näher bezeichnet";"N4T";"c";"Diarrhoe   } durch Protozoen<br>Dysenterie }<br>Kolitis    }<br>Flagellatendiarrhoe";;;"N";"4";;;
"A08.-";"Virusbedingte und sonstige näher bezeichnete Darminfektionen";"M3T";"c";;"Exkl.: Grippe mit Beteiligung des Gastrointestinaltraktes<br>(J10.8, J11.8)";;"M";"3";;;
"A08.0";"Enteritis durch Rotaviren";"M4T";"c";;;;"M";"4";;;
"A08.1";"Akute Gastroenteritis durch Norwalk-Agens [Norwalk-Virus]";"N4T";"c";;;;"N";"4";;;
"A08.2";"Enteritis durch Adenoviren";"N4T";"c";;;;"N";"4";;;
"A08.3";"Sonstige Enteritis durch Viren";"N4T";"c";;;;"N";"4";;;
"A08.4";"Virusbedingte Darminfektion, nicht näher bezeichnet";"N4T";"c";"Enteritis o.n.A.       } durch Viren<br>Gastroenteritis o.n.A. }";;;"N";"4";;;
"A08.5";"Sonstige näher bezeichnete Darminfektionen";"N4T";"c";;;;"N";"4";;;
"A09";"Diarrhoe und Gastroenteritis, vermutlich infektiösen Ursprungs";"M3T";"c";"Darmkatarrh<br>Diarrhoe [Durchfall]:<br>. dysenterisch<br>. epidemisch<br>. o.n.A.<br>Enteritis       } hämorrhagisch<br>Gastroenteritis } septisch<br>Kolitis         } o.n.A.<br>Infektiöse Diarrhoe o.n.A.";"Exkl.: Durch Bakterien, Protozoen, Viren und sonstige näher<br>bezeichnete Infektionserreger (A00-A08)<br>Nichtinfektiöse Diarrhoe (K52.9)<br>Nichtinfektiöse Diarrhoe beim Neugeborenen (P78.3)";"Hinweis: In der Bundesrepublik Deutschland, in Österreich und der<br>Schweiz sowie in anderen Ländern, in denen ein unter A09<br>aufgeführter Begriff ohne weitere Spezifizierung als<br>nichtinfektiösen Ursprungs angesehen werden kann, sollte<br>dieser unter K52.9 klassifiziert werden.";"M";"3";;;
"(A15-A19)";"Tuberkulose";"-1T";"p";"Inkl.: Infektionen durch Mycobacterium tuberculosis und Mycobacterium <br>bovis";"Exkl.: Angeborene Tuberkulose (P37.0)<br> Folgezustände der Tuberkulose (B90.-)<br>Pneumokoniose in Verbindung mit Tuberkulose (J65)<br>Silikotuberkulose (J65)";;"-";"1";;;
"A15.-";"Tuberkulose der Atmungsorgane, bakteriologisch oder histologisch<br>gesichert";"M3T";"c";;;;"M";"3";;;
"A15.0";"Lungentuberkulose, durch mikroskopische Untersuchung des Sputums<br>gesichert, mit oder ohne Nachweis durch Kultur";"N4T";"c";"Tuberkulös:<br>. Bronchiektasie    } durch mikroskopische Untersuchung des Sputums<br>. Fibrose der Lunge }   gesichert, mit oder  ohne Nachweis durch<br>. Pneumonie         }   Kultur<br>. Pneumothorax      }";;;"N";"4";;;
"A15.1";"Lungentuberkulose, nur durch Kultur gesichert";"N4T";"c";"Unter A15.0 aufgeführte Zustände, nur durch Kultur gesichert";;;"N";"4";;;
"A15.2";"Lungentuberkulose, histologisch gesichert";"N4T";"c";"Unter A15.0 aufgeführte Zustände, histologisch gesichert";;;"N";"4";;;
"A15.3";"Lungentuberkulose, durch nicht näher bezeichnete<br>Untersuchungsverfahren gesichert";"M4T";"c";"Unter A15.0 aufgeführte Zustände, die gesichert sind, bei denen<br>jedoch keine Angabe darüber vorliegt, ob sie bakteriologisch<br>oder histologisch gesichert wurden";;;"M";"4";;;
"A15.4";"Tuberkulose der intrathorakalen Lymphknoten, bakteriologisch oder<br>histologisch gesichert";"N4T";"c";"Lymphknotentuberkulose:<br>. hilär            } bakteriologisch oder histologisch gesichert<br>. mediastinal      }<br>. tracheobronchial }";"Exkl.: Als primär bezeichnet (A15.7)";;"N";"4";;;
"A15.5";"Tuberkulose des Larynx, der Trachea und der Bronchien,<br>bakteriologisch oder histologisch gesichert";"N4T";"c";"Tuberkulose:<br>. Bronchien } bakteriologisch oder histologisch gesichert<br>. Glottis   }<br>. Larynx    }<br>. Trachea   }";;;"N";"4";;;
"A15.6";"Tuberkulöse Pleuritis, bakteriologisch oder histologisch gesichert";"N4T";"c";"Tuberkulöses Empyem    } bakteriologisch oder histologisch<br>Tuberkulose der Pleura }   gesichert";"Exkl.: Bei primärer Tuberkulose der Atmungsorgane,<br>bakteriologisch oder histologisch gesichert (A15.7)";;"N";"4";;;
"A15.7";"Primäre Tuberkulose der Atmungsorgane, bakteriologisch oder<br>histologisch gesichert";"N4T";"c";;;;"N";"4";;;
"A15.8";"Sonstige Tuberkulose der Atmungsorgane, bakteriologisch oder<br>histologisch gesichert";"N4T";"c";"Tuberkulose:<br>. Mediastinum            } bakteriologisch oder histologisch<br>. Nase                   }   gesichert<br>. Nasennebenhöhle [jede] }<br>. Nasopharynx            }";;;"N";"4";;;
"A15.9";"Nicht näher bezeichnete Tuberkulose der Atmungsorgane,<br>bakteriologisch oder histologisch gesichert";"N4T";"c";;;;"N";"4";;;
"A16.-";"Tuberkulose der Atmungsorgane, weder bakteriologisch noch<br>histologisch gesichert";"M3T";"c";;;;"M";"3";;;
"A16.0";"Lungentuberkulose, bakteriologisch und histologisch nicht<br>gesichert";"N4T";"c";"Tuberkulös:<br>. Bronchiektasie    } bakteriologisch und histologisch nicht<br>. Fibrose der Lunge }   gesichert<br>. Pneumonie         }<br>. Pneumothorax      }";;;"N";"4";;;
"A16.1";"Lungentuberkulose, bakteriologische und histologische Untersuchung<br>nicht durchgeführt";"N4T";"c";"Unter A16.0 aufgeführte Zustände, bakteriologische und<br>histologische Untersuchung nicht durchgeführt";;;"N";"4";;;
"A16.2";"Lungentuberkulose ohne Angabe einer bakteriologischen oder<br>histologischen Sicherung";"M4T";"c";"Lungentuberkulose   } o.n.A. (ohne Angabe einer bakteriologischen<br>Tuberkulös:         }   oder histologischen Sicherung)<br>. Bronchiektasie    }<br>. Fibrose der Lunge }<br>. Pneumonie         }<br>. Pneumothorax      }";;;"M";"4";;;
"A16.3";"Tuberkulose der intrathorakalen Lymphknoten ohne Angabe einer<br>bakteriologischen oder histologischen Sicherung";"N4T";"c";"Lymphknotentuberkulose:<br>. hilär            } o.n.A. (ohne Angabe einer bakteriologischen<br>. intrathorakal    }   oder histologischen Sicherung)<br>. mediastinal      }<br>. tracheobronchial }";"Exkl.: Als primär bezeichnet (A16.7)";;"N";"4";;;
"A16.4";"Tuberkulose des Larynx, der Trachea und der Bronchien ohne Angabe<br>einer bakteriologischen oder histologischen Sicherung";"N4T";"c";"Tuberkulose:<br>. Bronchien } o.n.A. (ohne Angabe einer bakteriologischen oder<br>. Glottis   }   histologischen Sicherung)<br>. Larynx    }<br>. Trachea   }";;;"N";"4";;;
"A16.5";"Tuberkulöse Pleuritis ohne Angabe einer bakteriologischen oder<br>histologischen Sicherung";"N4T";"c";"Tuberkulös:            } o.n.A. (ohne Angabe einer<br>. Empyem               }   bakteriologischen oder histologischen<br>. Pleuritis            }   Sicherung)<br>Tuberkulose der Pleura }";"Exkl.: Bei primärer Tuberkulose der Atmungsorgane (A16.7)";;"N";"4";;;
"A16.7";"Primäre Tuberkulose der Atmungsorgane ohne Angabe einer<br>bakteriologischen oder histologischen Sicherung";"N4T";"c";"Primäre(r):<br>. Tuberkulose der Atmungsorgane o.n.A.<br>. tuberkulöser Komplex";;;"N";"4";;;
"A16.8";"Sonstige Tuberkulose der Atmungsorgane ohne Angabe einer<br>bakteriologischen oder histologischen Sicherung";"N4T";"c";"Tuberkulose:<br>. Mediastinum            } o.n.A. (ohne Angabe einer<br>. Nase                   }\t  bakteriologischen oder histologischen<br>. Nasennebenhöhle [jede] }   Sicherung)<br>. Nasopharynx            }";;;"N";"4";;;
"A16.9";"Nicht näher bezeichnete Tuberkulose der Atmungsorgane ohne Angabe<br>einer bakteriologischen oder histologischen Sicherung";"N4T";"c";"Tuberkulose o.n.A.<br>Tuberkulose der Atmungsorgane o.n.A.";;;"N";"4";;;
"A17.-+";"Tuberkulose des Nervensystems";"M3T";"c";;;;"M";"3";;;
"A17.0+";"Tuberkulöse Meningitis (G01*)";"N4T";"c";"Tuberkulöse Leptomeningitis<br>Tuberkulose der Meningen (zerebral) (spinal)";;;"N";"4";;;
"A17.1+";"Meningeales Tuberkulom (G07*)";"N4T";"c";"Tuberkulom der Meningen";;;"N";"4";;;
"A17.8+";"Sonstige Tuberkulose des Nervensystems";"N4T";"c";"Tuberkulös:<br>. Hirnabszeß (G07*)<br>. Meningoenzephalitis (G05.0*)<br>. Myelitis (G05.0*)<br>. Polyneuropathie (G63.0*)<br>Tuberkulom  } in { Gehirn (G07*)<br>Tuberkulose }    {\tRückenmark (G07*)";;;"N";"4";;;
"A17.9+";"Tuberkulose des Nervensystems, nicht näher bezeichnet (G99.8*)";"N4T";"c";;;;"N";"4";;;
"A18.-";"Tuberkulose sonstiger Organe";"M3T";"c";;;;"M";"3";;;
"A18.0+";"Tuberkulose der Knochen und Gelenke";"N4T";"c";"Tuberkulös:<br>. Arthritis (M01.1*)<br>. Knochennekrose (M90.0*)<br>. Mastoiditis (H75.0*)<br>. Osteomyelitis (M90.0*)<br>. Ostitis (M90.0*)<br>. Synovitis (M68.0*)<br>. Tenosynovitis (M68.0*)<br>Tuberkulose:<br>. Hüfte (M01.1*)<br>. Knie (M01.1*)<br>. Wirbelsäule (M49.0*)";;;"N";"4";;;
"A18.1+";"Tuberkulose des Urogenitalsystems";"N4T";"c";"Tuberkulose:<br>. Cervix uteri (N74.0*)<br>. Harnblase (N33.0*)<br>. männliche Genitalorgane (N51.-*)<br>. Niere (N29.1*)<br>. Ureter (N29.1*)<br>Tuberkulose im weiblichen Becken (N74.1*)";;;"N";"4";;;
"A18.2";"Tuberkulose peripherer Lymphknoten";"N4T";"c";"Tuberkulöse Lymphadenitis";"Exkl.: Tuberkulöse tracheobronchiale Adenopathie (A15.4, A16.3)<br>Tuberkulose der Lymphknoten:<br>. intrathorakal (A15.4, A16.3)<br>. mesenterial und retroperitoneal (A18.3)";;"N";"4";;;
"A18.3";"Tuberkulose des Darmes, des Peritoneums und der<br>Mesenteriallymphknoten";"N4T";"c";"Tuberkulös:<br>. Aszites<br>. Enteritis+ (K93.0*)<br>. Peritonitis+ (K67.3*)<br>Tuberkulose:<br>. Anus und Rektum+ (K93.0*)<br>. Darm (Dickdarm) (Dünndarm)+ (K93.0*)<br>. retroperitoneal (Lymphknoten)";;;"N";"4";;;
"A18.4";"Tuberkulose der Haut und des Unterhautgewebes";"N4T";"c";"Lupus:<br>. exedens<br>. vulgaris:<br>  . des Augenlides+ (H03.1*)<br>  . o.n.A.<br>Skrofuloderm<br>Tuberculosis cutis indurativa [Erythema induratum, tuberkulös]";"Exkl.: Lupus erythematodes (L93.-)<br>Systemischer Lupus erythematodes (M32.-)";;"N";"4";;;
"A18.5+";"Tuberkulose des Auges";"N4T";"c";"Tuberkulöse:<br>. Chorioretinitis (H32.0*)<br>. Episkleritis (H19.0*)<br>. interstitielle Keratitis (H19.2*)<br>. Iridozyklitis (H22.0*)<br>. Keratokonjunktivitis (interstitiell) (phlyktänulär) (H19.2*)";"Exkl.: Lupus vulgaris des Augenlides (A18.4)";;"N";"4";;;
"A18.6+";"Tuberkulose des Ohres";"N4T";"c";"Tuberkulöse Otitis media (H67.0*)";"Exkl.: Tuberkulöse Mastoiditis (A18.0+)";;"N";"4";;;
"A18.7+";"Tuberkulose der Nebennieren (E35.1*)";"N4T";"c";"Addison-Krankheit, tuberkulös";;;"N";"4";;;
"A18.8+";"Tuberkulose sonstiger näher bezeichneter Organe";"N4T";"c";"Tuberkulöse zerebrale Arteriitis (I68.1*)<br>Tuberkulose:<br>. Endokard (I39.8*)<br>. Myokard (I41.0*)<br>. Ösophagus (K23.0*)<br>. Perikard (I32.0*)<br>. Schilddrüse (E35.0*)";;;"N";"4";;;
"A19.-";"Miliartuberkulose";"M3T";"c";"Inkl.:   Tuberkulöse Polyserositis<br>Tuberkulose:<br>. disseminiert<br>. generalisiert";;;"M";"3";;;
"A19.0";"Akute Miliartuberkulose einer einzelnen näher bezeichneten<br>Lokalisation";"N4T";"c";;;;"N";"4";;;
"A19.1";"Akute Miliartuberkulose mehrerer Lokalisationen";"N4T";"c";;;;"N";"4";;;
"A19.2";"Akute Miliartuberkulose, nicht näher bezeichnet";"N4T";"c";;;;"N";"4";;;
"A19.8";"Sonstige Miliartuberkulose";"N4T";"c";;;;"N";"4";;;
"A19.9";"Miliartuberkulose, nicht näher bezeichnet";"N4T";"c";;;;"N";"4";;;
"(A20-A28)";"Bestimmte bakterielle Zoonosen";"-1T";"p";;;;"-";"1";;;
"A20.-";"Pest";"M3T";"c";"Inkl.:   Infektion durch Yersinia pestis";;;"M";"3";;;
"A20.0";"Bubonenpest";"N4T";"c";;;;"N";"4";;;
"A20.1";"Hautpest";"N4T";"c";;;;"N";"4";;;
"A20.2";"Lungenpest";"N4T";"c";;;;"N";"4";;;
"A20.3";"Pestmeningitis";"N4T";"c";;;;"N";"4";;;
"A20.7";"Pestsepsis";"N4T";"c";;;;"N";"4";;;
"A20.8";"Sonstige Formen der Pest";"N4T";"c";"Abortive Pest<br>Asymptomatische Pest<br>Pestis minor";;;"N";"4";;;
"A20.9";"Pest, nicht näher bezeichnet";"N4T";"c";;;;"N";"4";;;
"A21.-";"Tularämie";"M3T";"c";"Inkl.:   Hasenpest<br>Hirschfliegenfieber<br>Infektion durch Francisella tularensis";;;"M";"3";;;
"A21.0";"Ulzeroglanduläre Tularämie";"N4T";"c";;;;"N";"4";;;
"A21.1";"Okuloglanduläre Tularämie";"N4T";"c";;;;"N";"4";;;
"A21.2";"Pulmonale Tularämie";"N4T";"c";;;;"N";"4";;;
"A21.3";"Gastrointestinale Tularämie";"N4T";"c";"Abdominale Tularämie";;;"N";"4";;;
"A21.7";"Generalisierte Tularämie";"N4T";"c";;;;"N";"4";;;
"A21.8";"Sonstige Formen der Tularämie";"N4T";"c";;;;"N";"4";;;
"A21.9";"Tularämie, nicht näher bezeichnet";"N4T";"c";;;;"N";"4";;;
"A22.-";"Anthrax [Milzbrand]";"M3T";"c";"Inkl.:   Infektion durch Bacillus anthracis";;;"M";"3";;;
"A22.0";"Hautmilzbrand";"N4T";"c";"Milzbrandkarbunkel<br>Pustula maligna";;;"N";"4";;;
"A22.1";"Lungenmilzbrand";"N4T";"c";"Hadernkrankheit<br>Milzbrand, durch Inhalation erworben";;;"N";"4";;;
"A22.2";"Darmmilzbrand";"N4T";"c";;;;"N";"4";;;
"A22.7";"Milzbrandsepsis";"N4T";"c";;;;"N";"4";;;
"A22.8";"Sonstige Formen des Milzbrandes";"N4T";"c";"Milzbrandmeningitis+ (G01*)";;;"N";"4";;;
"A22.9";"Milzbrand, nicht näher bezeichnet";"N4T";"c";;;;"N";"4";;;
"A23.-";"Brucellose";"M3T";"c";"Inkl.:   Maltafieber<br>Mittelmeerfieber<br>Undulierendes Fieber";;;"M";"3";;;
"A23.0";"Brucellose durch Brucella melitensis";"N4T";"c";"Maltafieber";;;"N";"4";;;
"A23.1";"Brucellose durch Brucella abortus";"N4T";"c";"Bang-Krankheit<br>Morbus Bang";;;"N";"4";;;
"A23.2";"Brucellose durch Brucella suis";"N4T";"c";"Schweinebrucellose";;;"N";"4";;;
"A23.3";"Brucellose durch Brucella canis";"N4T";"c";;;;"N";"4";;;
"A23.8";"Sonstige Brucellose";"N4T";"c";;;;"N";"4";;;
"A23.9";"Brucellose, nicht näher bezeichnet";"N4T";"c";;;;"N";"4";;;
"A24.-";"Rotz [Malleus] und Melioidose [Pseudorotz]";"M3T";"c";;;;"M";"3";;;
"A24.0";"Rotz";"N4T";"c";"Infektion durch Pseudomonas mallei<br>Malleus";;;"N";"4";;;
"A24.1";"Akute oder fulminante Melioidose";"N4T";"c";"Melioidose:<br>. Pneumonie<br>. Sepsis";;;"N";"4";;;
"A24.2";"Subakute oder chronische Melioidose";"N4T";"c";;;;"N";"4";;;
"A24.3";"Sonstige Melioidose";"N4T";"c";;;;"N";"4";;;
"A24.4";"Melioidose, nicht näher bezeichnet";"N4T";"c";"Infektion durch Pseudomonas pseudomallei o.n.A.<br>Whitmore-Krankheit";;;"N";"4";;;
"A25.-";"Rattenbißkrankheiten";"M3T";"c";;;;"M";"3";;;
"A25.0";"Spirillen-Rattenbißkrankheit";"N4T";"c";"Sodoku";;;"N";"4";;;
"A25.1";"Streptobazillen-Rattenbißkrankheit";"N4T";"c";"Erythema arthriticum epidemicum<br>Haverhill-Fieber<br>Rattenbißfieber durch Streptobazillen";;;"N";"4";;;
"A25.9";"Rattenbißkrankheit, nicht näher bezeichnet";"N4T";"c";;;;"N";"4";;;
"A26.-";"Erysipeloid";"M3T";"c";;;;"M";"3";;;
"A26.0";"Haut-Erysipeloid";"M4T";"c";"Erythema migrans<br>Schweinerotlauf";;;"M";"4";;;
"A26.7";"Erysipelothrix-Sepsis";"N4T";"c";;;;"N";"4";;;
"A26.8";"Sonstige Formen des Erysipeloids";"N4T";"c";;;;"N";"4";;;
"A26.9";"Erysipeloid, nicht näher bezeichnet";"N4T";"c";;;;"N";"4";;;
"A27.-";"Leptospirose";"M3T";"c";;;;"M";"3";;;
"A27.0";"Leptospirosis icterohaemorrhagica [Weil-Krankheit]";"N4T";"c";"Leptospirose durch Leptospira interrogans serovar<br>icterohaemorrhagiae";;;"N";"4";;;
"A27.8";"Sonstige Formen der Leptospirose";"N4T";"c";;;;"N";"4";;;
"A27.9";"Leptospirose, nicht näher bezeichnet";"N4T";"c";;;;"N";"4";;;
"A28.-";"Sonstige bakterielle Zoonosen, anderenorts nicht klassifiziert";"M3T";"c";;;;"M";"3";;;
