"00849";"INFEZIONE INTESTINALE DA ALTRI BATTERI SPECIFICATI";;;;;;;"4";;;
"0085";"ENTERITE BATTERICA NON SPECIFICATA";;;;;;;"4";;;
"0086";"ENTERITE DA VIRUS SPECIFICATI";;;;;;;"3";;;
"00861";"ENTERITE DA ROTAVIRUS";;;;;;;"4";;;
"00862";"ENTERITE DA ADENOVIRUS";;;;;;;"4";;;
"00863";"ENTERITE DA NORWALK VIRUS";;;;;;;"4";;;
"00864";"ENTERITE DA ALTRI SMALL ROUND VIRUS";;;;;;;"4";;;
"00865";"ENTERITE DA CALICIVIRUS";;;;;;;"4";;;
"00866";"ENTERITE DA ASTROVIRUS";;;;;;;"4";;;
"00867";"ENTERITE DA ENTEROVIRUS NIA";;;;;;;"4";;;
"00869";"ALTRE ENTERITI VIRALI";;;;;;;"4";;;
"0088";"INFEZIONE INTESTINALE DA ALTRI ORGANISMI NON CLASSIFICATI ALTROVE";;;;;;;"4";;;
"009";"INFEZIONI INTESTINALI MAL DEFINITE";;;;;;;"3";;;
"0090";"COLITE, ENTERITE E GASTROENTERITE INFETTIVE";;;;;;;"4";;;
"0091";"COLITE, ENTERITE E GASTROENTERITE DI PRESUNTA ORIGINE INFETTIVA";;;;;;;"4";;;
"0092";"DIARREA INFETTIVA";;;;;;;"4";;;
"0093";"DIARREA DI PRESUNTA ORIGINE INFETTIVA";;;;;;;"4";;;
"010";"INFEZIONE TUBERCOLARE PRIMARIA";;;;;;;"3";;;
"0100";"COMPLESSO TUBERCOLARE PRIMARIO";;;;;;;"3";;;
"01000";"COMPLESSO TUBERCOLARE PRIMARIO, NON SPECIFICATO";;;;;;;"4";;;
"01001";"COMPLESSO TUBERCOLARE PRIMARIO, ESAME BATTERIOLOGICO O ISTOLOGICO NON EFFETTUATO";;;;;;;"4";;;
"01002";"COMPLESSO TUBERCOLARE PRIMARIO, RISULTATO DELL'ESAME BATTERIOLOGICO O ISTOLOGICO NON CONOSCIUTO (ALLO STATO ATTUALE)";;;;;;;"4";;;
"01003";"COMPLESSO TUBERCOLARE PRIMARIO, ESAME MICROSCOPICO DELL'ESPETTORATO POSITIVO";;;;;;;"4";;;
"01004";"COMPLESSO TUBERCOLARE PRIMARIO, ESAME MICROSCOPICO DELL'ESPETTORATO NEGATIVO, MA CON ESAME COLTURALE POSITIVO";;;;;;;"4";;;
"01005";"COMPLESSO TUBERCOLARE PRIMARIO, ESAME BATTERIOLOGICO NEGATIVO, MA TUBERCOLOSI CONFERMATA ISTOLOGICAMENTE";;;;;;;"4";;;
"01006";"COMPLESSO TUBERCOLARE PRIMARIO, ESAMI BATTERIOLOGICI O ISTOLOGICI NEGATIVI, MA TUBERCOLOSI CONFERMATA IN LABORATORIO CON";;;;;;;"4";;;
"0101";"PLEURITE TUBERCOLARE IN TUBERCOLOSI PRIMARIA PROGRESSIVA";;;;;;;"3";;;
"01010";"PLEURITE TUBERCOLARE IN TUBERCOLOSI PRIMARIA PROGRESSIVA, NON SPECIFICATA";;;;;;;"4";;;
"01011";"PLEURITE TUBERCOLARE IN TUBERCOLOSI PRIMARIA PROGRESSIVA, ESAME BATTERIOLOGICO O ISTOLOGICO NON EFFETTUATO";;;;;;;"4";;;
"01012";"PLEURITE TUBERCOLARE IN TUBERCOLOSI PRIMARIA PROGRESSIVA, RISULTATO DELL'ESAME BATTERIOLOGICO O ISTOLOGICO NON CONOSCIUT";;;;;;;"4";;;
"01013";"PLEURITE TUBERCOLARE IN TUBERCOLOSI PRIMARIA PROGRESSIVA, ESAME MICROSCOPICO DELL'ESPETTORATO POSITIVO";;;;;;;"4";;;
"01014";"PLEURITE TUBERCOLARE IN TUBERCOLOSI PRIMARIA PROGRESSIVA, ESAME MICROSCOPICO DELL'ESPETTORATO NEGATIVO, MA CON ESAME COL";;;;;;;"4";;;
"01015";"PLEURITE TUBERCOLARE IN TUBERCOLOSI PRIMARIA PROGRESSIVA, ESAME BATTERIOLOGICO NEGATIVO, MA TUBERCOLOSI CONFERMATA ISTOL";;;;;;;"4";;;
"01016";"PLEURITE TUBERCOLARE IN TUBERCOLOSI PRIMARIA PROGRESSIVA, ESAME BATTERIOLOGICO O ISTOLOGICO NEGATIVO, MA TUBERCOLOSI CON";;;;;;;"4";;;
"0108";"ALTRE FORME DI TUBERCOLOSI PRIMARIA PROGRESSIVA";;;;;;;"3";;;
"01080";"ALTRE FORME DI TUBERCOLOSI PRIMARIA PROGRESSIVA, NON SPECIFICATA";;;;;;;"4";;;
"01081";"ALTRE FORME DI TUBERCOLOSI PRIMARIA PROGRESSIVA, ESAME BATTERIOLOGICO O ISTOLOGICO NON EFFETTUATO";;;;;;;"4";;;
"01082";"ALTRE FORME DI TUBERCOLOSI PRIMARIA PROGRESSIVA, RISULTATO DELL'ESAME BATTERIOLOGICO O ISTOLOGICO NON CONOSCIUTO (ALLO S";;;;;;;"4";;;
"01083";"ALTRE FORME DI TUBERCOLOSI PRIMARIA PROGRESSIVA, ESAME MICROSCOPICO DELL'ESPETTORATO POSITIVO";;;;;;;"4";;;
"01084";"ALTRE FORME DI TUBERCOLOSI PRIMARIA PROGRESSIVA, ESAME MICROSCOPICO DELL'ESPETTORATO NEGATIVO, MA CON ESAME COLTURALE PO";;;;;;;"4";;;
"01085";"ALTRE FORME DI TUBERCOLOSI PRIMARIA PROGRESSIVA, ESAME BATTERIOLOGICO NEGATIVO, MA TUBERCOLOSI CONFERMATA ISTOLOGICAMENT";;;;;;;"4";;;
"01086";"ALTRE FORME DI TUBERCOLOSI PRIMARIA PROGRESSIVA, ESAMI BATTERIOLOGICI O ISTOLOGICI NEGATIVI, MA TUBERCOLOSI CONFERMATA I";;;;;;;"4";;;
"0109";"INFEZIONE TUBERCOLARE PRIMARIA, NON SPECIFICATA";;;;;;;"3";;;
"01090";"INFEZIONE TUBERCOLARE PRIMARIA, NON SPECIFICATA";;;;;;;"4";;;
"01091";"INFEZIONE TUBERCOLARE PRIMARIA, NON SPECIFICATA, ESAME BATTERIOLOGICO O ISTOLOGICO NON EFFETTUATO";;;;;;;"4";;;
"01092";"INFEZIONE TUBERCOLARE PRIMARIA, NON SPECIFICATA, RISULTATO DELL'ESAME BATTERIOLOGICO O ISTOLOGICO NON CONOSCIUTO (ALLO S";;;;;;;"4";;;
"01093";"INFEZIONE TUBERCOLARE PRIMARIA, NON SPECIFICATA, ESAME MICROSCOPICO DELL'ESPETTORATO POSITIVO";;;;;;;"4";;;
"01094";"INFEZIONE TUBERCOLARE PRIMARIA, NON SPECIFICATA, ESAME MICROSCOPICO DELL'ESPETTORATO NEGATIVO, MA CON ESAME COLTURALE PO";;;;;;;"4";;;
"01095";"INFEZIONE TUBERCOLARE PRIMARIA, NON SPECIFICATA, ESAME BATTERIOLOGICO NEGATIVO, MA TUBERCOLOSI CONFERMATA ISTOLOGICAMENT";;;;;;;"4";;;
"01096";"INFEZIONE TUBERCOLARE PRIMARIA, NON SPECIFICATA, ESAMI BATTERIOLOGICI O ISTOLOGICI NEGATIVI, MA TUBERCOLOSI CONFERMATA I";;;;;;;"4";;;
"011";"TUBERCOLOSI POLMONARE";;;;;;;"3";;;
"0110";"TUBERCOLOSI DEL POLMONE INFILTRATIVA";;;;;;;"3";;;
"01100";"TUBERCOLOSI DEL POLMONE INFILTRATIVA, NON SPECIFICATA";;;;;;;"4";;;
"01101";"TUBERCOLOSI DEL POLMONE INFILTRATIVA, ESAME BATTERIOLOGICO O ISTOLOGICO NON EFFETTUATO";;;;;;;"4";;;
"01102";"TUBERCOLOSI DEL POLMONE INFILTRATIVA, RISULTATO DELL'ESAME BATTERIOLOGICO O ISTOLOGICO NON CONOSCIUTO (ALLO STATO ATTUAL";;;;;;;"4";;;
"01103";"TUBERCOLOSI DEL POLMONE INFILTRATIVA, ESAME MICROSCOPICO DELL'ESPETTORATO POSITIVO";;;;;;;"4";;;
"01104";"TUBERCOLOSI DEL POLMONE INFILTRATIVA, ESAME MICROSCOPICO DELL'ESPETTORATO NEGATIVO, MA CON ESAME COLTURALE POSITIVO";;;;;;;"4";;;
"01105";"TUBERCOLOSI DEL POLMONE INFILTRATIVA, ESAME BATTERIOLOGICO NEGATIVO, MA TUBERCOLOSI CONFERMATA ISTOLOGICAMENTE";;;;;;;"4";;;
"01106";"TUBERCOLOSI DEL POLMONE INFILTRATIVA, ESAMI BATTERIOLOGICI O ISTOLOGICI NEGATIVI, MA TUBERCOLOSI CONFERMATA IN LABORATOR";;;;;;;"4";;;
"0111";"TUBERCOLOSI DEL POLMONE NODULARE";;;;;;;"3";;;
"01110";"TUBERCOLOSI DEL POLMONE NODULARE, NON SPECIFICATA";;;;;;;"4";;;
"01111";"TUBERCOLOSI DEL POLMONE NODULARE, ESAME BATTERIOLOGICO O ISTOLOGICO NON EFFETTUATO";;;;;;;"4";;;
"01112";"TUBERCOLOSI DEL POLMONE NODULARE, RISULTATO DELL'ESAME BATTERIOLOGICO O ISTOLOGICO NON CONOSCIUTO (ALLO STATO ATTUALE)";;;;;;;"4";;;
"01113";"TUBERCOLOSI DEL POLMONE NODULARE, ESAME MICROSCOPICO DELL'ESPETTORATO POSITIVO";;;;;;;"4";;;
"01114";"TUBERCOLOSI DEL POLMONE NODULARE, ESAME MICROSCOPICO DELL'ESPETTORATO NEGATIVO, MA CON ESAME COLTURALE POSITIVO";;;;;;;"4";;;
"01115";"TUBERCOLOSI DEL POLMONE NODULARE, ESAME BATTERIOLOGICO NEGATIVO, MA TUBERCOLOSI CONFERMATA ISTOLOGICAMENTE";;;;;;;"4";;;
"01116";"TUBERCOLOSI DEL POLMONE NODULARE, ESAMI BATTERIOLOGICI O ISTOLOGICI NEGATIVI, MA TUBERCOLOSI CONFERMATA IN LABORATORIO C";;;;;;;"4";;;
"0112";"TUBERCOLOSI DEL POLMONE CAVITARIA";;;;;;;"3";;;
"01120";"TUBERCOLOSI DEL POLMONE CAVITARIA, NON SPECIFICATA";;;;;;;"4";;;
"01121";"TUBERCOLOSI DEL POLMONE CAVITARIA, ESAME BATTERIOLOGICO O ISTOLOGICO NON EFFETTUATO";;;;;;;"4";;;
"01122";"TUBERCOLOSI DEL POLMONE CAVITARIA, RISULTATO DELL'ESAME BATTERIOLOGICO O ISTOLOGICO NON CONOSCIUTO (ALLO STATO ATTUALE)";;;;;;;"4";;;
"01123";"TUBERCOLOSI DEL POLMONE CAVITARIA, ESAME MICROSCOPICO DELL'ESPETTORATO POSITIVO";;;;;;;"4";;;
"01124";"TUBERCOLOSI DEL POLMONE CAVITARIA, ESAME MICROSCOPICO DELL'ESPETTORATO NEGATIVO, MA CON ESAME COLTURALE POSITIVO";;;;;;;"4";;;
"01125";"TUBERCOLOSI DEL POLMONE CAVITARIA, ESAME BATTERIOLOGICO NEGATIVO, MA TUBERCOLOSI CONFERMATA ISTOLOGICAMENTE";;;;;;;"4";;;
"01126";"TUBERCOLOSI DEL POLMONE CAVITARIA, ESAMI BATTERIOLOGICI O ISTOLOGICI NEGATIVI, MA TUBERCOLOSI CONFERMATA IN LABORATORIO";;;;;;;"4";;;
"0113";"TUBERCOLOSI DEI BRONCHI";;;;;;;"3";;;
"01130";"TUBERCOLOSI DEI BRONCHI, NON SPECIFICATA";;;;;;;"4";;;
"01131";"TUBERCOLOSI DEI BRONCHI, ESAME BATTERIOLOGICO O ISTOLOGICO NON EFFETTUATO";;;;;;;"4";;;
"01132";"TUBERCOLOSI DEI BRONCHI, RISULTATO DELL'ESAME BATTERIOLOGICO O ISTOLOGICO NON CONOSCIUTO (ALLO STATO ATTUALE)";;;;;;;"4";;;
"01133";"TUBERCOLOSI DEI BRONCHI, ESAME MICROSCOPICO DELL'ESPETTORATO POSITIVO";;;;;;;"4";;;
"01134";"TUBERCOLOSI DEI BRONCHI, ESAME MICROSCOPICO DELL'ESPETTORATO NEGATIVO, MA CON ESAME COLTURALE POSITIVO";;;;;;;"4";;;
"01135";"TUBERCOLOSI DEI BRONCHI, ESAME BATTERIOLOGICO NEGATIVO, MA TUBERCOLOSI CONFERMATA ISTOLOGICAMENTE";;;;;;;"4";;;
"01136";"TUBERCOLOSI DEI BRONCHI, ESAMI BATTERIOLOGICI O ISTOLOGICI NEGATIVI, MA TUBERCOLOSI CONFERMATA IN LABORATORIO CON ALTRI";;;;;;;"4";;;
"0114";"FIBROSI TUBERCOLARE DEL POLMONE";;;;;;;"3";;;
"01140";"FIBROSI TUBERCOLARE DEL POLMONE, NON SPECIFICATA";;;;;;;"4";;;
"01141";"FIBROSI TUBERCOLARE DEL POLMONE, ESAME BATTERIOLOGICO O ISTOLOGICO NON EFFETTUATO";;;;;;;"4";;;
"01142";"FIBROSI TUBERCOLARE DEL POLMONE, RISULTATO DELL'ESAME BATTERIOLOGICO O ISTOLOGICO NON CONOSCIUTO (ALLO STATO ATTUALE)";;;;;;;"4";;;
"01143";"FIBROSI TUBERCOLARE DEL POLMONE, ESAME MICROSCOPICO DELL'ESPETTORATO POSITIVO";;;;;;;"4";;;
"01144";"FIBROSI TUBERCOLARE DEL POLMONE, ESAME MICROSCOPICO DELL'ESPETTORATO NEGATIVO, MA CON ESAME COLTURALE POSITIVO";;;;;;;"4";;;
"01145";"FIBROSI TUBERCOLARE DEL POLMONE, ESAME BATTERIOLOGICO NEGATIVO, MA TUBERCOLOSI CONFERMATA ISTOLOGICAMENTE";;;;;;;"4";;;
"01146";"FIBROSI TUBERCOLARE DEL POLMONE, ESAMI BATTERIOLOGICI O ISTOLOGICI NEGATIVI, MA TUBERCOLOSI CONFERMATA IN LABORATORIO CO";;;;;;;"4";;;
"0115";"BRONCHIECTASIA TUBERCOLARE";;;;;;;"3";;;
"01150";"BRONCHIECTASIA TUBERCOLARE, NON SPECIFICATA";;;;;;;"4";;;
"01151";"BRONCHIECTASIA TUBERCOLARE, ESAME BATTERIOLOGICO O ISTOLOGICO NON EFFETTUATO";;;;;;;"4";;;
"01152";"BRONCHIECTASIA TUBERCOLARE, RISULTATO DELL'ESAME BATTERIOLOGICO O ISTOLOGICO NON CONOSCIUTO (ALLO STATO ATTUALE)";;;;;;;"4";;;
"01153";"BRONCHIECTASIA TUBERCOLARE, ESAME MICROSCOPICO DELL'ESPETTORATO POSITIVO";;;;;;;"4";;;
"01154";"BRONCHIECTASIA TUBERCOLARE, ESAME MICROSCOPICO DELL'ESPETTORATO NEGATIVO, MA CON ESAME COLTURALE POSITIVO";;;;;;;"4";;;
"01155";"BRONCHIECTASIA TUBERCOLARE, ESAME BATTERIOLOGICO NEGATIVO, MA TUBERCOLOSI CONFERMATA ISTOLOGICAMENTE";;;;;;;"4";;;
"01156";"BRONCHIECTASIA TUBERCOLARE, ESAMI BATTERIOLOGICI O ISTOLOGICI NEGATIVI, MA TUBERCOLOSI CONFERMATA IN LABORATORIO CON ALT";;;;;;;"4";;;
"0116";"POLMONITE TUBERCOLARE (OGNI FORMA)";;;;;;;"3";;;
"01160";"POLMONITE TUBERCOLARE (OGNI FORMA), NON SPECIFICATA";;;;;;;"4";;;
"01161";"POLMONITE TUBERCOLARE (OGNI FORMA), ESAME BATTERIOLOGICO O ISTOLOGICO NON EFFETTUATO";;;;;;;"4";;;
"01162";"POLMONITE TUBERCOLARE (OGNI FORMA), RISULTATO DELL'ESAME BATTERIOLOGICO O ISTOLOGICO NON CONOSCIUTO (ALLO STATO ATTUALE)";;;;;;;"4";;;
"01163";"POLMONITE TUBERCOLARE (OGNI FORMA), ESAME MICROSCOPICO DELL'ESPETTORATO POSITIVO";;;;;;;"4";;;
"01164";"POLMONITE TUBERCOLARE (OGNI FORMA), ESAME MICROSCOPICO DELL'ESPETTORATO NEGATIVO, MA CON ESAME COLTURALE POSITIVO";;;;;;;"4";;;
"01165";"POLMONITE TUBERCOLARE (OGNI FORMA), ESAME BATTERIOLOGICO NEGATIVO, MA TUBERCOLOSI CONFERMATA ISTOLOGICAMENTE";;;;;;;"4";;;
"01166";"POLMONITE TUBERCOLARE (OGNI FORMA), ESAMI BATTERIOLOGICI O ISTOLOGICI NEGATIVI, MA TUBERCOLOSI CONFERMATA IN LABORATORIO";;;;;;;"4";;;
"0117";"PNEUMOTORACE TUBERCOLARE";;;;;;;"3";;;
"01170";"PNEUMOTORACE TUBERCOLARE, NON SPECIFICATA";;;;;;;"4";;;
"01171";"PNEUMOTORACE TUBERCOLARE, ESAME BATTERIOLOGICO O ISTOLOGICO NON EFFETTUATO";;;;;;;"4";;;
"01172";"PNEUMOTORACE TUBERCOLARE, RISULTATO DELL'ESAME BATTERIOLOGICO O ISTOLOGICO NON CONOSCIUTO (ALLO STATO ATTUALE)";;;;;;;"4";;;
"01173";"PNEUMOTORACE TUBERCOLARE, ESAME MICROSCOPICO DELL'ESPETTORATO POSITIVO";;;;;;;"4";;;
"01174";"PNEUMOTORACE TUBERCOLARE, ESAME MICROSCOPICO DELL'ESPETTORATO NEGATIVO, MA CON ESAME COLTURALE POSITIVO";;;;;;;"4";;;
"01175";"PNEUMOTORACE TUBERCOLARE, ESAME BATTERIOLOGICO NEGATIVO, MA TUBERCOLOSI CONFERMATA ISTOLOGICAMENTE";;;;;;;"4";;;
"01176";"PNEUMOTORACE TUBERCOLARE, ESAMI BATTERIOLOGICI O ISTOLOGICI NEGATIVI, MA TUBERCOLOSI CONFERMATA IN LABORATORIO CON ALTRI";;;;;;;"4";;;
"0118";"ALTRE FORME DI TUBERCOLOSI POLMONARE";;;;;;;"3";;;
"01180";"ALTRE FORME DI TUBERCOLOSI POLMONARE, NON SPECIFICATE";;;;;;;"4";;;
"01181";"ALTRE FORME DI TUBERCOLOSI POLMONARE, ESAME BATTERIOLOGICO O ISTOLOGICO NON EFFETTUATO";;;;;;;"4";;;
"01182";"ALTRE FORME DI TUBERCOLOSI POLMONARE, RISULTATO DELL'ESAME BATTERIOLOGICO O ISTOLOGICO NON CONOSCIUTO (ALLO STATO ATTUAL";;;;;;;"4";;;
"01183";"ALTRE FORME DI TUBERCOLOSI POLMONARE, ESAME MICROSCOPICO DELL'ESPETTORATO POSITIVO";;;;;;;"4";;;
"01184";"ALTRE FORME DI TUBERCOLOSI POLMONARE, ESAME MICROSCOPICO DELL'ESPETTORATO NEGATIVO, MA CON ESAME COLTURALE POSITIVO";;;;;;;"4";;;
"01185";"ALTRE FORME DI TUBERCOLOSI POLMONARE, ESAME BATTERIOLOGICO NEGATIVO, MA TUBERCOLOSI CONFERMATA ISTOLOGICAMENTE";;;;;;;"4";;;
"01186";"ALTRE FORME DI TUBERCOLOSI POLMONARE, ESAMI BATTERIOLOGICI O ISTOLOGICI NEGATIVI, MA TUBERCOLOSI CONFERMATA IN LABORATOR";;;;;;;"4";;;
"0119";"TUBERCOLOSI POLMONARE NON SPECIFICATA";;;;;;;"3";;;
"01190";"TUBERCOLOSI POLMONARE NON SPECIFICATA";;;;;;;"4";;;
"01191";"TUBERCOLOSI POLMONARE NON SPECIFICATA, ESAME BATTERIOLOGICO O ISTOLOGICO NON EFFETTUATO";;;;;;;"4";;;
"01192";"TUBERCOLOSI POLMONARE NON SPECIFICATA, RISULTATO DELL'ESAME BATTERIOLOGICO O ISTOLOGICO NON CONOSCIUTO (ALLO STATO ATTUA";;;;;;;"4";;;
"01193";"TUBERCOLOSI POLMONARE NON SPECIFICATA, ESAME MICROSCOPICO DELL'ESPETTORATO POSITIVO";;;;;;;"4";;;
"01194";"TUBERCOLOSI POLMONARE NON SPECIFICATA, ESAME MICROSCOPICO DELL'ESPETTORATO NEGATIVO, MA CON ESAME COLTURALE POSITIVO";;;;;;;"4";;;
"01195";"TUBERCOLOSI POLMONARE NON SPECIFICATA, ESAME BATTERIOLOGICO NEGATIVO, MA TUBERCOLOSI CONFERMATA ISTOLOGICAMENTE";;;;;;;"4";;;
"01196";"TUBERCOLOSI POLMONARE NON SPECIFICATA, ESAMI BATTERIOLOGICI O ISTOLOGICI NEGATIVI, MA TUBERCOLOSI CONFERMATA IN LABORATO";;;;;;;"4";;;
"012";"ALTRE FORME DI TUBERCOLOSI DELL'APPARATO RESPIRATORIO";;;;;;;"3";;;
"0120";"PLEURITE TUBERCOLARE";;;;;;;"3";;;
"01200";"PLEURITE TUBERCOLARE, NON SPECIFICATA";;;;;;;"4";;;
"01201";"PLEURITE TUBERCOLARE, ESAME BATTERIOLOGICO O ISTOLOGICO NON EFFETTUATO";;;;;;;"4";;;
"01202";"PLEURITE TUBERCOLARE, RISULTATO DELL'ESAME BATTERIOLOGICO O ISTOLOGICO NON CONOSCIUTO (ALLO STATO ATTUALE)";;;;;;;"4";;;
"01203";"PLEURITE TUBERCOLARE, ESAME MICROSCOPICO DELL'ESPETTORATO POSITIVO";;;;;;;"4";;;
"01204";"PLEURITE TUBERCOLARE, ESAME MICROSCOPICO DELL'ESPETTORATO NEGATIVO, MA CON ESAME COLTURALE POSITIVO";;;;;;;"4";;;
"01205";"PLEURITE TUBERCOLARE, ESAME BATTERIOLOGICO NEGATIVO, MA TUBERCOLOSI CONFERMATA ISTOLOGICAMENTE";;;;;;;"4";;;
"01206";"PLEURITE TUBERCOLARE, ESAMI BATTERIOLOGICI O ISTOLOGICI NEGATIVI, MA TUBERCOLOSI CONFERMATA IN LABORATORIO CON ALTRI MET";;;;;;;"4";;;
"0121";"TUBERCOLOSI DEI LINFONODI INTRATORACICI";;;;;;;"3";;;
